sRNA	aCM_1	aCM_2
mmu_piR_012358_DQ689477	0	0
mmu_piR_033781_DQ720837	0	0
mmu_piR_008702_DQ568212	0	0
mmu_piR_031248_DQ717099	0	0
mmu_piR_005337_DQ555818	0	0
URS00003D2528_GR_chr4_94285547_94285576_30_-	0	0
URS0000365CBD_GR_chr4_94285550_94285576_27_-	0	0
mmu_piR_004160_DQ551912	0	0
mmu_piR_004349_DQ552639	0	0
mmu_piR_015496_DQ694187	0	0
mmu_piR_003967_DQ551296	0	0
mmu_piR_024632_DQ707614	0	0
mmu_piR_002237_DQ545809	0	0
mmu_piR_005222_DQ555512	0	0
mmu_piR_008251_DQ566794	0	0
URS00003D88CE_GR_chr4_94285808_94285834_27_-	0	0
mmu_piR_005064_DQ554981	0	0
mmu_piR_026531_DQ710363	0	0
mmu_piR_008339_DQ567084	0	0
mmu_piR_005792_DQ557352	0	0
mmu_piR_001829_DQ544512	0	0
mmu_piR_024743_DQ707761	0	0
mmu_piR_015909_DQ694802	0	0
mmu_piR_038008_DQ726965	0	0
mmu_piR_000369_DQ540418	0	0
URS00005EAC24_GR_chr4_94285939_94285969_31_-	0	0
mmu_piR_004208_DQ552123	0	0
URS0000065D1B_GR_chr4_94286124_94286153_30_-	0	0
mmu_piR_022340_DQ704281	0	0
mmu_piR_012218_DQ689274	0	0
mmu_piR_023722_DQ706292	0	0
URS0000082B91_GR_chr4_94286216_94286245_30_-	0	0
mmu_piR_029575_DQ714740	0	0
mmu_piR_023090_DQ705344	0	0
URS0000181F1A_GR_chr4_94286315_94286342_28_-	0	0
mmu_piR_019868_DQ700648	0	0
mmu_piR_012460_DQ689626	0	0
mmu_piR_024190_DQ706979	0	0
mmu_piR_025279_DQ708527	0	0
mmu_piR_009441_DQ684921	0	0
mmu_piR_012606_DQ689852	0	0
mmu_piR_019740_DQ700447	0	0
mmu_piR_019171_DQ699613	0	0
mmu_piR_033771_DQ720822	0	0
mmu_piR_004714_DQ553869	0	0
URS00002D852F_GR_chr4_94286945_94286974_30_-	0	0
mmu_piR_025037_DQ708175	0	0
mmu_piR_017300_DQ696852	0	0
URS000016CEDD_GR_chr4_94287101_94287129_29_-	0	0
mmu_piR_011034_DQ687440	0	0
URS0000004D42_GR_chr4_94287155_94287186_32_-	0	0
mmu_piR_002022_DQ545015	0	0
URS0000109F17_GR_chr4_94287158_94287186_29_-	0	0
URS0000384BA3_GR_chr4_94287159_94287186_28_-	0	0
URS00000FD585_GR_chr4_94287166_94287195_30_-	0	0
mmu_piR_013351_DQ690994	0	0
mmu_piR_022709_DQ704813	0	0
mmu_piR_015318_DQ693916	0	0
mmu_piR_008884_DQ568753	0	0
mmu_piR_000840_DQ541560	0	0
mmu_piR_029268_DQ714307	0	0
mmu_piR_017791_DQ697574	0	0
mmu_piR_033704_DQ720722	0	0
mmu_piR_025643_DQ709057	0	0
mmu_piR_003142_DQ548876	0	0
URS00000548C0_GR_chr4_94287781_94287809_29_-	0	0
mmu_piR_006875_DQ562152	0	0
mmu_piR_034579_DQ721983	0	0
mmu_piR_004098_DQ551680	0	0
URS00005248C7_GR_chr4_94288065_94288092_28_-	0	0
URS00000562B9_GR_chr4_94288066_94288092_27_-	0	0
mmu_piR_007398_DQ563810	0	0
mmu_piR_002769_DQ547632	0	0
URS00004F2575_GR_chr4_94288080_94288107_28_-	0	0
mmu_piR_001811_DQ544468	0	0
mmu_piR_031113_DQ716906	0	0
URS00002BD6E0_GR_chr4_94288095_94288122_28_-	0	0
mmu_piR_011334_DQ687895	0	0
URS000007DB0E_GR_chr4_94288098_94288126_29_-	0	0
mmu_piR_025253_DQ708490	0	0
mmu_piR_009326_DQ684710	0	0
mmu_piR_028178_DQ712733	0	0
mmu_piR_019722_DQ700422	0	0
mmu_piR_036074_DQ724187	0	0
URS00004F15D4_GR_chr4_94288171_94288200_30_-	0	0
mmu_piR_010553_DQ686709	0	0
URS00003E7EBA_GR_chr4_94288182_94288205_24_-	0	0
mmu_piR_025186_DQ708395	0	0
mmu_piR_002292_DQ545981	0	0
mmu_piR_024193_DQ706982	0	0
mmu_piR_035024_DQ722639	0	0
mmu_piR_030352_DQ715848	0	0
URS00005D7DCA_GR_chr4_94288365_94288394_30_-	0	0
URS00000210E8_GR_chr4_94288366_94288395_30_-	0	0
URS000055057C_GR_chr4_94288367_94288395_29_-	0	0
mmu_piR_003983_DQ551326	0	0
URS00001803AA_GR_chr4_94288387_94288415_29_-	0	0
mmu_piR_034718_DQ722179	0	0
mmu_piR_030160_DQ715573	0	0
mmu_piR_030545_DQ716110	0	0
mmu_piR_031063_DQ716845	0	0
URS000028FE46_GR_chr4_94288948_94288976_29_-	0	0
URS00000C39D1_GR_chr4_94288959_94288987_29_-	0	0.02
mmu_piR_003400_DQ549763	0	0
mmu_piR_017098_DQ696547	0	0
mmu_piR_029988_DQ715324	0	0
mmu_piR_027793_DQ712174	0	0
mmu_piR_017716_DQ697461	0	0
mmu_piR_032340_DQ718660	0	0
mmu_piR_008259_DQ566812	0	0
mmu_piR_003306_DQ549434	0	0
mmu_piR_032061_DQ718242	0	0
URS00006062A1_GR_chr4_94289459_94289489_31_-	0	0
mmu_piR_031476_DQ717424	0	0
mmu_piR_037051_DQ725579	0	0
mmu_piR_008058_DQ566088	0	0
URS0000187C24_GR_chr4_94289506_94289535_30_-	0	0
mmu_piR_035503_DQ723329	0	0
mmu_piR_028869_DQ713712	0	0
URS00000D74D1_GR_chr4_94289514_94289543_30_-	0	0
mmu_piR_024989_DQ708103	0	0
mmu_piR_024048_DQ706762	0	0
URS00005CC774_GR_chr4_94289604_94289632_29_-	0	0
mmu_piR_030153_DQ715563	0	0
URS00001377A1_GR_chr4_94289928_94289956_29_-	0	0
mmu_piR_024130_DQ706882	0	0
mmu_piR_008757_DQ568375	0	0
mmu_piR_019010_DQ699384	0	0
mmu_piR_018022_DQ697890	0	0
mmu_piR_025164_DQ708356	0	0
mmu_piR_027185_DQ711299	0	0
mmu_piR_008530_DQ567725	0	0
mmu_piR_038163_DQ727189	0	0
mmu_piR_016137_DQ695138	0	0
mmu_piR_001658_DQ544100	0	0
mmu_piR_026347_DQ710099	0	0.05
mmu_piR_015087_DQ693573	0	0
mmu_piR_008615_DQ567999	0	0
mmu_piR_015137_DQ693645	0	0
mmu_piR_019254_DQ699729	0	0
mmu_piR_003360_DQ549619	0	0
mmu_piR_035589_DQ723456	0	0
mmu_piR_015758_DQ694566	0	0
mmu_piR_005375_DQ555966	0	0
URS000024EDF2_GR_chr4_94292067_94292095_29_-	0	0
mmu_piR_026749_DQ710667	0	0
mmu_piR_035797_DQ723784	0	0
mmu_piR_009154_DQ569529	0	0.12
URS000025C410_GR_chr4_94292401_94292429_29_-	0	0.12
mmu_piR_020691_DQ701868	0	0
URS00003AFA22_GR_chr4_94292432_94292460_29_-	0	0
mmu_piR_008629_DQ568034	0	0
mmu_piR_029400_DQ714494	0	0
URS000044E99D_GR_chr4_94292705_94292734_30_-	0	0
mmu_piR_017394_DQ696982	0	0
mmu_piR_025199_DQ708421	0	0
URS000033F747_GR_chr4_94292767_94292795_29_-	0	0
mmu_piR_033393_DQ720267	0	0
mmu_piR_021875_DQ703561	0	0
URS000036F759_GR_chr4_94292780_94292808_29_-	0	0
mmu_piR_017026_DQ696436	0	0
mmu_piR_036916_DQ725379	0	0
mmu_piR_006809_DQ562013	0	0
mmu_piR_004140_DQ551816	0	0
mmu_piR_027926_DQ712355	0	0
mmu_piR_026556_DQ710396	0	0
URS0000162890_GR_chr4_94293329_94293357_29_-	0	0
mmu_piR_008531_DQ567728	0	0
mmu_piR_018202_DQ698189	0	0
mmu_piR_035133_DQ722803	0	0
mmu_piR_031252_DQ717105	0	0
mmu_piR_003411_DQ549790	0	0
mmu_piR_025469_DQ708803	0	0
URS00003A1485_GR_chr4_94293591_94293618_28_-	0	0
URS000046053B_GR_chr4_94293593_94293618_26_-	0	0
mmu_piR_008493_DQ567634	0	0
mmu_piR_007815_DQ565255	0	0
URS00004CC4FD_GR_chr4_94293612_94293637_26_-	0	0
mmu_piR_015784_DQ694603	0	0
mmu_piR_036332_DQ724553	0	0
mmu_piR_010230_DQ686173	0	0
mmu_piR_029365_DQ714454	0	0
URS00005BE37A_GR_chr4_94293722_94293750_29_-	0	0
URS000044A6C0_GR_chr4_94293761_94293787_27_-	0	0
URS00004B63D9_GR_chr4_94293762_94293790_29_-	0	0
mmu_piR_006778_DQ561939	0	0
mmu_piR_012037_DQ688969	0	0
URS0000210EF2_GR_chr4_94293768_94293796_29_-	0	0
mmu_piR_037505_DQ726234	0	0
URS0000416FA3_GR_chr4_94293803_94293830_28_-	0	0
mmu_piR_027216_DQ711340	0	0
URS0000072415_GR_chr4_94293893_94293923_31_-	0	0
URS0000195405_GR_chr4_94293900_94293926_27_-	0	0
mmu_piR_007471_DQ564010	0	0
mmu_piR_029354_DQ714435	0	0
mmu_piR_006717_DQ561824	0	0
URS0000376D24_GR_chr4_94294021_94294047_27_-	0	0
mmu_piR_005394_DQ556029	0	0
mmu_piR_001070_DQ542276	0	0
mmu_piR_015033_DQ693508	0	0
mmu_piR_006274_DQ560791	0	0
mmu_piR_021622_DQ703189	0	0
mmu_piR_031016_DQ716779	0	0
mmu_piR_035495_DQ723321	0	0
mmu_piR_017019_DQ696426	0	0
mmu_piR_032459_DQ718831	0	0
mmu_piR_004848_DQ554195	0	0
mmu_piR_015726_DQ694520	0	0
URS000054369C_GR_chr4_94294189_94294217_29_-	0	0
mmu_piR_021567_DQ703106	0	0
mmu_piR_025843_DQ709344	0	0
URS00005B6889_GR_chr4_94294237_94294265_29_-	0	0
URS000030F61C_GR_chr4_94294238_94294265_28_-	0	0
mmu_piR_031296_DQ717168	0	0
mmu_piR_023842_DQ706466	0	0
URS00005184BD_GR_chr4_94294239_94294268_30_-	0	0
URS00002030CA_GR_chr4_94294240_94294268_29_-	0	0
mmu_piR_009777_DQ685455	0	0
mmu_piR_023397_DQ705798	0	0
mmu_piR_025949_DQ709488	0	0
mmu_piR_019365_DQ699899	0	0
mmu_piR_032053_DQ718227	0	0
URS00003784A9_GR_chr4_94294364_94294392_29_-	0	0
mmu_piR_013219_DQ690795	0	0
URS000047664B_GR_chr4_94294410_94294439_30_-	0	0
URS00005B4AC4_GR_chr4_94294411_94294439_29_-	0	0
URS00003995A4_GR_chr4_94294412_94294439_28_-	0	0
mmu_piR_010876_DQ687182	0	0
URS000055BF90_GR_chr4_94294422_94294450_29_-	0	0
URS000061DCC9_GR_chr4_94294423_94294450_28_-	0	0
URS00001C0EDD_GR_chr4_94294423_94294452_30_-	0	0
mmu_piR_011657_DQ688390	0	0
URS000010CDCA_GR_chr4_94294428_94294457_30_-	0	0
URS00000186EF_GR_chr4_94294429_94294457_29_-	0	0
URS0000251032_GR_chr4_94294430_94294457_28_-	0	0
URS000052106F_GR_chr4_94294431_94294457_27_-	0	0
mmu_piR_009914_DQ685686	0	0
mmu_piR_029741_DQ714969	0	0
mmu_piR_030730_DQ716376	0	0
mmu_piR_034026_DQ721189	0	0
mmu_piR_037555_DQ726305	0	0
mmu_piR_035243_DQ722967	0	0
URS0000064D9D_GR_chr4_94294495_94294523_29_-	0	0
mmu_piR_022111_DQ703917	0	0
URS000004C523_GR_chr4_94294498_94294528_31_-	0	0
URS00001DEA65_GR_chr4_94294499_94294528_30_-	0	0
URS00001BC59B_GR_chr4_94294500_94294528_29_-	0	0
mmu_piR_029838_DQ715097	0	0
URS0000570334_GR_chr4_94294504_94294533_30_-	0	0
mmu_piR_009378_DQ684807	0	0
mmu_piR_038309_DQ727400	0	0
URS000034A339_GR_chr4_94294535_94294564_30_-	0	0
URS000046E04B_GR_chr4_94294536_94294564_29_-	0	0
URS000054C059_GR_chr4_94294538_94294564_27_-	0	0
mmu_piR_018681_DQ698901	0	0
mmu_piR_013958_DQ691923	0	0
mmu_piR_021151_DQ702511	0	0
mmu_piR_037276_DQ725893	0	0
mmu_piR_024263_DQ707076	0	0
mmu_piR_011941_DQ688824	0	0
mmu_piR_028723_DQ713491	0	0
URS00000ABC50_GR_chr4_94294794_94294822_29_-	0	0
URS00003B818B_GR_chr4_94294827_94294851_25_-	0.04	0
mmu_piR_009136_DQ569476	0.04	0
mmu_piR_004772_DQ554026	0	0
URS0000460335_GR_chr4_94294835_94294863_29_-	0	0
mmu_piR_033335_DQ720172	0	0
URS00005C4A29_GR_chr4_94294881_94294909_29_-	0	0
mmu_piR_030080_DQ715456	0	0
mmu_piR_018916_DQ699249	0	0
URS000036BCD7_GR_chr4_94294950_94294976_27_-	0	0
mmu_piR_028994_DQ713899	0	0
mmu_piR_022086_DQ703885	0	0
mmu_piR_009847_DQ685585	0	0
mmu_piR_025474_DQ708810	0	0
mmu_piR_006105_DQ558265	0	0
URS00000D5259_GR_chr4_94295178_94295206_29_-	0	0
mmu_piR_031197_DQ717024	0	0
mmu_piR_036158_DQ724310	0	0
mmu_piR_027821_DQ712207	0	0
mmu_piR_028761_DQ713551	0	0
mmu_piR_006168_DQ558431	0	0
mmu_piR_015155_DQ693675	0	0
URS000039CABE_GR_chr4_94295398_94295427_30_-	0	0
URS0000056D91_GR_chr4_94295399_94295427_29_-	0	0
mmu_piR_021818_DQ703474	0	0
mmu_piR_008124_DQ566307	0	0
mmu_piR_018809_DQ699100	0	0
mmu_piR_014652_DQ692929	0	0
mmu_piR_031460_DQ717402	0	0
URS000029E707_GR_chr4_94295530_94295558_29_-	0	0
URS0000220ADC_GR_chr4_94295531_94295558_28_-	0	0
mmu_piR_007928_DQ565603	0	0
URS0000494B72_GR_chr4_94295593_94295620_28_-	0	0
URS00003EAE82_GR_chr4_94295601_94295630_30_-	0	0
mmu_piR_036733_DQ725106	0	0
mmu_piR_029606_DQ714784	0	0
mmu_piR_019293_DQ699790	0	0.05
URS00004221C3_GR_chr4_94295706_94295734_29_-	0	0.05
mmu_piR_018237_DQ698245	0	0
URS00005D6478_GR_chr4_94295723_94295752_30_-	0	0
URS0000020EBA_GR_chr4_94295724_94295752_29_-	0	0
mmu_piR_006439_DQ561142	0	0
mmu_piR_037971_DQ726908	0	0
URS000052478F_GR_chr4_94295750_94295779_30_-	0	0
mmu_piR_010426_DQ686493	0	0
URS00003012FB_GR_chr4_94295761_94295789_29_-	0	0
mmu_piR_030146_DQ715553	0	0
mmu_piR_013397_DQ691068	0	0
mmu_piR_012734_DQ690049	0	0
mmu_piR_015571_DQ694297	0	0
URS00002813DB_GR_chr4_94296107_94296134_28_-	0	0
mmu_piR_024746_DQ707764	0	0
mmu_piR_037739_DQ726561	0	0
mmu_piR_036399_DQ724650	0	0
URS00002C0379_GR_chr4_94296296_94296323_28_-	0	0
URS00005F2703_GR_chr4_94296309_94296337_29_-	0	0
mmu_piR_004224_DQ552184	0	0
mmu_piR_033942_DQ721072	0	0
mmu_piR_000657_DQ541145	0	0
URS00002959D9_GR_chr4_94296398_94296426_29_-	0	0
mmu_piR_022390_DQ704356	0	0
mmu_piR_028434_DQ713090	0	0
mmu_piR_027849_DQ712248	0	0
mmu_piR_027257_DQ711405	0	0
URS0000506CD9_GR_chr4_94296521_94296550_30_-	0	0
mmu_piR_033826_DQ720905	0	0
mmu_piR_020448_DQ701504	0	0
URS00000ED5A2_GR_chr4_94296840_94296868_29_-	0.05	0
mmu_piR_026786_DQ710726	0	0
mmu_piR_018327_DQ698375	0	0
mmu_piR_036103_DQ724229	0	0
URS000020794B_GR_chr4_94297079_94297107_29_-	0	0
mmu_piR_036225_DQ724393	0	0
mmu_piR_000862_DQ541618	0	0
mmu_piR_008926_DQ568874	0	0
mmu_piR_003836_DQ550973	0	0
mmu_piR_007399_DQ563812	0	0
mmu_piR_027279_DQ711438	0	0
mmu_piR_022467_DQ704468	0	0
mmu_piR_023206_DQ705504	0	0
mmu_piR_001463_DQ543452	0	0
mmu_piR_005007_DQ554806	0	0
URS00003599BB_GR_chr4_94297575_94297604_30_-	0	0
mmu_piR_019400_DQ699952	0.02	0
URS00005C0E14_GR_chr4_94297711_94297739_29_-	0	0
mmu_piR_037392_DQ726074	0	0
URS00005BFB19_GR_chr4_94297861_94297890_30_-	0	0
URS00002CD5D8_GR_chr4_94297862_94297890_29_-	0	0
URS0000574BBB_GR_chr4_94297960_94297988_29_-	0	0
mmu_piR_032248_DQ718526	0	0
mmu_piR_007719_DQ564887	0	0
URS0000537DE4_GR_chr4_94298019_94298048_30_-	0	0
URS00000DA867_GR_chr4_94298037_94298067_31_-	0	0
URS0000090F08_GR_chr4_94298040_94298067_28_-	0	0
mmu_piR_014209_DQ692292	0	0
mmu_piR_028847_DQ713679	0	0
mmu_piR_015463_DQ694134	0	0
mmu_piR_012317_DQ689418	0	0
mmu_piR_011010_DQ687401	0	0
mmu_piR_031954_DQ718088	0	0
URS00000EDD27_GR_chr4_94304331_94304357_27_-	0	0.02
URS000039A2E6_GR_chr4_94304437_94304465_29_-	0	0
mmu_piR_016781_DQ696087	0	0
URS00000C2C96_GR_chr4_94304649_94304679_31_-	0	0
mmu_piR_030193_DQ715621	0	0
URS000023CE39_GR_chr4_94304651_94304679_29_-	0	0
mmu_piR_034808_DQ722306	0	0
URS0000426CC5_GR_chr4_94304707_94304734_28_-	0	0
mmu_piR_032664_DQ719132	0	0
mmu_piR_031415_DQ717339	0	0
mmu_piR_004050_DQ551472	0	0
URS000021C490_GR_chr4_94304846_94304875_30_-	0	0
URS0000089CC9_GR_chr4_94304847_94304875_29_-	0	0
URS000002ACA4_GR_chr4_94304847_94304876_30_-	0	0
mmu_piR_022585_DQ704630	0	0
mmu_piR_034769_DQ722248	0	0
mmu_piR_017915_DQ697746	0	0
URS000010A7B5_GR_chr4_94305136_94305164_29_-	0	0
mmu_piR_001908_DQ544695	0	0
mmu_piR_020224_DQ701179	0	0
mmu_piR_036854_DQ725285	0	0
mmu_piR_037641_DQ726422	0	0
mmu_piR_001162_DQ542549	0	0
mmu_piR_014850_DQ693240	0	0
mmu_piR_023294_DQ705637	0	0
mmu_piR_015814_DQ694650	0	0
mmu_piR_023246_DQ705562	0	0
URS00003465E5_GR_chr4_94305869_94305898_30_-	0	0
URS00004A6CCC_GR_chr4_94305870_94305898_29_-	0	0
URS00000C2F54_GR_chr4_94305871_94305898_28_-	0	0
mmu_piR_037140_DQ725700	0	0
mmu_piR_014207_DQ692290	0	0
mmu_piR_029314_DQ714375	0	0
URS000002108B_GR_chr4_94305952_94305979_28_-	0	0
mmu_piR_015140_DQ693651	0	0
URS000050FC95_GR_chr4_94306013_94306040_28_-	0	0
mmu_piR_032843_DQ719403	0	0
mmu_piR_000781_DQ541425	0	0
mmu_piR_007573_DQ564414	0	0
mmu_piR_030774_DQ716428	0	0
mmu_piR_020106_DQ701003	0	0
mmu_piR_036931_DQ725406	0	0
mmu_piR_022304_DQ704220	0	0
mmu_piR_032581_DQ719014	0	0
mmu_piR_009250_DQ569769	0	0
mmu_piR_022364_DQ704317	0	0
URS000047B503_GR_chr4_94306843_94306871_29_-	0	0
mmu_piR_006266_DQ560770	0	0
mmu_piR_020899_DQ702162	0	0
mmu_piR_017088_DQ696530	0	0
mmu_piR_018000_DQ697860	0	0
mmu_piR_009945_DQ685732	0	0
mmu_piR_023878_DQ706520	0	0
mmu_piR_019961_DQ700798	0	0
URS000060BB67_GR_chr4_94307011_94307040_30_-	0	0
mmu_piR_005781_DQ557318	0	0
mmu_piR_001199_DQ542661	0	0
URS00000AA387_GR_chr4_94307231_94307260_30_-	0	0
mmu_piR_028727_DQ713495	0	0
URS00004BC8EF_GR_chr4_94307240_94307269_30_-	0	0
URS00001A94F3_GR_chr4_94307241_94307269_29_-	0	0
URS00005511E4_GR_chr4_94307242_94307269_28_-	0	0
mmu_piR_008731_DQ568311	0	0
URS000017E354_GR_chr4_94307244_94307269_26_-	0	0
mmu_piR_023162_DQ705445	0	0
mmu_piR_007699_DQ564819	0	0
URS00004781E2_GR_chr4_94307285_94307313_29_-	0	0
mmu_piR_020755_DQ701956	0	0
mmu_piR_013357_DQ691002	0	0.1
URS000061FD71_GR_chr4_94307437_94307464_28_-	0	0.1
mmu_piR_027702_DQ712040	0	0
mmu_piR_014114_DQ692160	0	0
mmu_piR_008071_DQ566126	0	0
mmu_piR_021509_DQ703014	0	0
mmu_piR_012425_DQ689574	0	0
mmu_piR_019562_DQ700182	0	0
mmu_piR_024377_DQ707236	0	0
mmu_piR_012441_DQ689597	0	0
URS000009AABC_GR_chr4_94308111_94308139_29_-	0	0
mmu_piR_024006_DQ706703	0	0
mmu_piR_007626_DQ564572	0	0
mmu_piR_012287_DQ689373	0	0
mmu_piR_019349_DQ699873	0	0
mmu_piR_015714_DQ694506	0	0
mmu_piR_032473_DQ718853	0	0
URS00000D857A_GR_chr4_94308593_94308622_30_-	0	0
mmu_piR_003197_DQ549102	0	0
mmu_piR_034027_DQ721190	0	0
mmu_piR_013679_DQ691498	0	0
mmu_piR_033148_DQ719896	0	0
mmu_piR_013429_DQ691120	0	0
mmu_piR_022768_DQ704887	0	0
URS00003DB880_GR_chr4_94308893_94308923_31_-	0	0
mmu_piR_002614_DQ547099	0	0
mmu_piR_032573_DQ719001	0	0
mmu_piR_016562_DQ695767	0	0
mmu_piR_035272_DQ723013	0	0
mmu_piR_030700_DQ716324	0	0
mmu_piR_011755_DQ688521	0	0
mmu_piR_034250_DQ721514	0	0
URS0000053DE6_GR_chr4_94309103_94309131_29_-	0	0
mmu_piR_027963_DQ712406	0	0
URS0000070BC5_GR_chr4_94309105_94309132_28_-	0	0
mmu_piR_026529_DQ710361	0	0
URS00004798C9_GR_chr4_94309106_94309131_26_-	0	0
URS00001427A1_GR_chr4_94309106_94309134_29_-	0	0
mmu_piR_023345_DQ705708	0	0
mmu_piR_010267_DQ686223	0	0
mmu_piR_032151_DQ718382	0	0
mmu_piR_012227_DQ689285	0	0
mmu_piR_003932_DQ551214	0	0
URS000046C761_GR_chr4_94309171_94309201_31_-	0	0
mmu_piR_008844_DQ568645	0	0
mmu_piR_010403_DQ686458	0	0
mmu_piR_023579_DQ706074	0	0
mmu_piR_031633_DQ717651	0	0
URS0000166C46_GR_chr4_94309209_94309237_29_-	0	0
mmu_piR_015096_DQ693590	0	0
URS00001048FB_GR_chr4_94309212_94309240_29_-	0	0
mmu_piR_008709_DQ568235	0	0
mmu_piR_016163_DQ695173	0	0
mmu_piR_019709_DQ700405	0	0
URS00004983D8_GR_chr4_94309299_94309327_29_-	0	0
mmu_piR_016248_DQ695299	0	0
URS00002C300A_GR_chr4_94309361_94309390_30_-	0	0
mmu_piR_017059_DQ696486	0	0
mmu_piR_029891_DQ715182	0	0
URS00004F75D4_GR_chr4_94309372_94309400_29_-	0	0
URS000058CC02_GR_chr4_94309372_94309401_30_-	0	0
URS000053EEDF_GR_chr4_94309372_94309402_31_-	0	0
URS000041C957_GR_chr4_94309373_94309400_28_-	0	0
mmu_piR_022072_DQ703864	0	0
mmu_piR_029545_DQ714698	0	0
URS00003AE8A0_GR_chr4_94309383_94309413_31_-	0	0
URS000027CC50_GR_chr4_94309384_94309413_30_-	0	0
mmu_piR_024053_DQ706774	0	0
mmu_piR_029517_DQ714651	0	0
URS0000326805_GR_chr4_94309414_94309440_27_-	0	0
mmu_piR_006170_DQ558434	0	0
mmu_piR_023798_DQ706398	0	0
URS00002443D5_GR_chr4_94309428_94309456_29_-	0	0
mmu_piR_009638_DQ685233	0	0
URS0000238D66_GR_chr4_94309434_94309462_29_-	0	0
mmu_piR_004912_DQ554379	0	0
mmu_piR_030498_DQ716048	0	0
URS0000004E6A_GR_chr4_94309451_94309478_28_-	0	0
mmu_piR_006697_DQ561773	0	0
mmu_piR_019856_DQ700629	0	0
mmu_piR_016437_DQ695584	0	0
mmu_piR_035593_DQ723465	0	0
URS00002DABBD_GR_chr4_94309515_94309545_31_-	0	0
mmu_piR_025012_DQ708139	0	0
mmu_piR_035007_DQ722614	0	0
mmu_piR_001138_DQ542481	0	0
mmu_piR_036208_DQ724371	0	0
mmu_piR_014410_DQ692590	0	0
mmu_piR_003964_DQ551291	0	0
URS000007DBE0_GR_chr4_94309633_94309661_29_-	0	0
URS00001985EA_GR_chr4_94309634_94309661_28_-	0	0
mmu_piR_022473_DQ704475	0	0
mmu_piR_011315_DQ687863	0	0
URS00003475B4_GR_chr4_94309642_94309670_29_-	0	0
URS00004A640F_GR_chr4_94309643_94309670_28_-	0	0
mmu_piR_015268_DQ693837	0	0
mmu_piR_024935_DQ708034	0	0
mmu_piR_005862_DQ557654	0	0
mmu_piR_027949_DQ712381	0	0
URS00000BA81D_GR_chr4_94309819_94309847_29_-	0	0
mmu_piR_029040_DQ713978	0	0
URS0000041BE5_GR_chr4_94309905_94309934_30_-	0	0
mmu_piR_022174_DQ704013	0	0
mmu_piR_019654_DQ700322	0	0
mmu_piR_018397_DQ698493	0	0
mmu_piR_007281_DQ563389	0	0
mmu_piR_006200_DQ558495	0	0
URS000022AEE8_GR_chr4_94310245_94310274_30_-	0	0
mmu_piR_035752_DQ723716	0	0
URS000032C9C6_GR_chr4_94310249_94310277_29_-	0	0
mmu_piR_000359_DQ540399	0	0
mmu_piR_038006_DQ726962	0	0
URS0000006166_GR_chr4_94310261_94310288_28_-	0	0
mmu_piR_001910_DQ544699	0	0
mmu_piR_023084_DQ705335	0	0
URS000054A6A3_GR_chr4_94310285_94310312_28_-	0	0
mmu_piR_020148_DQ701060	0	0
mmu_piR_017714_DQ697459	0	0
mmu_piR_004003_DQ551375	0	0
URS00000AF6B2_GR_chr4_94310386_94310415_30_-	0	0
mmu_piR_023885_DQ706529	0	0
mmu_piR_031698_DQ717743	0	0
URS00003570FA_GR_chr4_94310406_94310436_31_-	0	0
mmu_piR_031599_DQ717604	0	0
URS0000445177_GR_chr4_94310412_94310442_31_-	0	0
URS000022BAD5_GR_chr4_94310414_94310442_29_-	0	0
mmu_piR_005187_DQ555303	0	0
mmu_piR_003353_DQ549590	0	0
URS00004FB2FB_GR_chr4_94310504_94310532_29_-	0	0
URS000034D890_GR_chr4_94310504_94310534_31_-	0	0
URS0000208849_GR_chr4_94310505_94310534_30_-	0	0
URS00002B1974_GR_chr4_94310506_94310536_31_-	0	0
mmu_piR_008540_DQ567777	0	0
URS00004A32CE_GR_chr4_94310510_94310537_28_-	0	0
mmu_piR_023890_DQ706535	0	0
URS000031C3EB_GR_chr4_94310511_94310537_27_-	0	0
URS00002ECAB0_GR_chr4_94310511_94310539_29_-	0	0
mmu_piR_010784_DQ687060	0	0
mmu_piR_022798_DQ704925	0	0
mmu_piR_016346_DQ695439	0	0
mmu_piR_003559_DQ550220	0	0
URS0000235C2F_GR_chr4_94310578_94310606_29_-	0	0
URS00000A5370_GR_chr4_94310580_94310606_27_-	0	0
mmu_piR_009185_DQ569599	0	0
URS00000AAEF8_GR_chr4_94310591_94310619_29_-	0	0
URS000030FAFC_GR_chr4_94310603_94310632_30_-	0	0
mmu_piR_034756_DQ722233	0	0
URS0000503973_GR_chr4_94310604_94310633_30_-	0	0
mmu_piR_036737_DQ725114	0	0
mmu_piR_014321_DQ692463	0	0
mmu_piR_006247_DQ560698	0	0
URS000044A0ED_GR_chr4_94310645_94310676_32_-	0	0
mmu_piR_030108_DQ715496	0	0
mmu_piR_024522_DQ707438	0	0
URS00000B3DC1_GR_chr4_94310665_94310693_29_-	0	0
URS000044D5A5_GR_chr4_94310665_94310694_30_-	0	0
mmu_piR_025191_DQ708408	0	0
URS00003A20C8_GR_chr4_94310666_94310695_30_-	0	0
URS000034FF6C_GR_chr4_94310667_94310695_29_-	0	0
mmu_piR_036586_DQ724902	0	0
mmu_piR_019831_DQ700585	0	0
mmu_piR_027368_DQ711556	0	0
mmu_piR_002763_DQ547614	0	0
URS00004189D5_GR_chr4_94310731_94310759_29_-	0	0
