smallRNA_id	logFC_tumor_vs_normal_FC	P.Value_tumor_vs_normal_FC	adj.P.Val_tumor_vs_normal_FC	logFC_tumor_vs_normal_salmon	P.Value_tumor_vs_normal_salmon	adj.P.Val_tumor_vs_normal_salmon	gene_type
URS000063F175_GR_chr22_39319050_39319113_64_-	0.360099487	0.256233949	0.371762286	0.165465769	0.607442681	0.708683128	snoRNA
hsa_piR_000586_DQ570728	0.557362392	0.256425964	0.371762286	0.742547663	0.136064206	0.234949578	piRNA
URS000022EFB6_GR_chr22_39319052_39319113_62_-	0.360054645	0.256558813	0.371762286	NA	NA	NA	snoRNA
URS000004F5D8_GR_chr22_46112800_46112820_21_+	0.38606248	0.257392058	0.372642233	0.628424487	0.114710446	0.205081544	miRNA
hsa_piR_001356_DQ571873	0.551726624	0.258874504	0.374459699	NA	NA	NA	piRNA
URS000074CBFD_GR_chr3_104160680_104160751_72_-	0.397508192	0.260215003	0.376068834	NA	NA	NA	tRNA
URS000075D08B_GR_chr11_79402031_79402053_23_-	0.542670056	0.261271273	0.377264737	0.434687069	0.36266132	0.485326178	miRNA
URS0000512834_GR_chr1_9151736_9151756_21_-	-0.387412143	0.26197295	0.377946976	NA	NA	NA	miRNA
URS0000B70A56_GR_chr16_34163096_34163112_17_+	0.419822542	0.263171497	0.379344229	0.886823758	0.057132176	0.124038707	miRNA
URS0000725D77_GR_chr1_30935689_30935773_85_-	0.393843672	0.267020021	0.384219908	NA	NA	NA	snoRNA
URS000050D37A_GR_chr1_30935689_30935776_88_-	0.393843672	0.267020021	0.384219908	NA	NA	NA	snoRNA
URS00006361F3_GR_chr10_126920807_126920903_97_+	0.465747427	0.267402293	0.384243271	-1.154123538	0.428761681	0.551091992	Y_RNA
URS00001F9866_GR_chr14_65471116_65471136_21_+	0.439397091	0.267502289	0.384243271	NA	NA	NA	miRNA
URS000083292E_GR_chr1_30935686_30935776_91_-	0.391158227	0.270352727	0.387662301	NA	NA	NA	snoRNA
URS0000668E72_GR_chr1_30935688_30935773_86_-	0.391158227	0.270352727	0.387662301	0.34746654	0.245122509	0.361688631	snoRNA
URS00000C0E02_GR_chr11_85483985_85484011_27_+	-0.379627414	0.272184207	0.389659034	NA	NA	NA	piRNA
URS0000185B47_GR_chr16_3191991_3192062_72_+	0.578872235	0.272217833	0.389659034	NA	NA	NA	tRNA
hsa_piR_020668_DQ598445	-0.378271463	0.273347616	0.390936877	NA	NA	NA	piRNA
URS00005AF7FD_GR_chr19_13874764_13874785_22_+	0.376328169	0.273970742	0.391488521	0.628232022	0.079705814	0.159762754	miRNA
URS0000A956F4_GR_chr6_31778817_31778905_89_-	0.475629267	0.274569319	0.392004162	NA	NA	NA	Y_RNA
URS0000C9ABA1_GR_chr8_130477073_130477145_73_+	-0.358698849	0.276174434	0.393954708	NA	NA	NA	precursor_RNA
URS0000C93D93_GR_chr8_55909399_55909449_51_-	-0.408104172	0.277262136	0.395164445	-0.473704367	0.18136027	0.289033004	precursor_RNA
hsa_piR_020490_DQ598167	-0.352660559	0.277647455	0.395371894	NA	NA	NA	piRNA
URS000013CF05_GR_chr12_127166393_127166411_19_-	-0.366589583	0.28016829	0.398617352	NA	NA	NA	miRNA
URS000075E0F0_GR_chr15_25083587_25083680_94_+	-0.469996597	0.283843779	0.403498613	NA	NA	NA	snoRNA
URS0000416117_GR_chr16_3184131_3184204_74_-	0.509476859	0.284315566	0.403821162	NA	NA	NA	tRNA
URS000066AF0D_GR_chr2_127798904_127798998_95_-	0.356075924	0.28568311	0.405096541	NA	NA	NA	Y_RNA
URS00006765A7_GR_chr15_25083588_25083679_92_+	-0.468938025	0.285704838	0.405096541	NA	NA	NA	snoRNA
URS000003ABC4_GR_chr2_218402692_218402713_22_+	-0.39543121	0.287292646	0.406997915	-0.360120057	0.323441612	0.446634092	miRNA
URS00005F8E5B_GR_chr8_140732623_140732643_21_-	-0.363807822	0.288387418	0.408198156	NA	NA	NA	miRNA
URS00001CF056_GR_chr4_38868092_38868113_22_+	-0.403224731	0.291795287	0.412667606	-0.495994684	0.18568196	0.294373839	miRNA
URS000075CA16_GR_chr15_70079372_70079468_97_-	0.403776667	0.292748159	0.413660424	NA	NA	NA	precursor_RNA
URS000075B1D8_GR_chr15_25082767_25082860_94_+	-0.46226011	0.297361797	0.419819866	NA	NA	NA	snoRNA
URS00006E899A_GR_chr15_25082768_25082859_92_+	-0.461496615	0.297986666	0.419934447	-0.249072534	0.841994538	0.888880545	snoRNA
URS00006F4F8C_GR_chr19_49490615_49490699_85_+	0.371405291	0.298285103	0.419934447	0.341848695	0.331952542	0.455621136	snoRNA
URS00006D1413_GR_chr15_25085385_25085476_92_+	-0.476497472	0.29854053	0.419934447	NA	NA	NA	snoRNA
URS0000EFD390_GR_chr15_70079386_70079447_62_-	0.397976797	0.29872528	0.419934447	0.234160389	0.548425748	0.657532847	precursor_RNA
URS000075CDDE_GR_chr15_25085384_25085477_94_+	-0.476332337	0.298810362	0.419934447	NA	NA	NA	snoRNA
URS00006B7D0F_GR_chr19_49500785_49500868_84_-	-0.548357404	0.298970916	0.419934447	-0.888460541	0.075021119	0.151038094	precursor_RNA
URS0000EFC51E_GR_chr4_38868055_38868113_59_+	-0.395463904	0.299387916	0.419973997	1.125819551	0.016348334	0.048787286	precursor_RNA
URS00004176D4_GR_chr22_20033153_20033174_22_+	0.383422557	0.299508442	0.419973997	0.542750316	0.356150863	0.479433855	miRNA
URS0000632BB1_GR_chr4_38868046_38868123_78_+	-0.392909072	0.301770253	0.422786021	-0.286911168	0.484858495	0.603410381	precursor_RNA
URS00003D2CC9_GR_chr2_27051214_27051286_73_+	0.44104758	0.30242546	0.423344299	1.026502928	0.070953754	0.146412508	tRNA
URS000075BE91_GR_chr4_38868032_38868127_96_+	-0.392121973	0.302693089	0.423359545	NA	NA	NA	precursor_RNA
URS00004D4536_GR_chr16_3184131_3184202_72_-	0.50038311	0.304724442	0.425839496	-0.870467222	0.074037558	0.150053848	tRNA
URS00004949A9_GR_chr21_8215846_8215876_31_+	-0.327627386	0.305047628	0.425930177	-0.433494416	0.148264019	0.249852329	piRNA
URS000071ACA6_GR_chr1_148328812_148328883_72_+	0.407428993	0.306410933	0.427471767	NA	NA	NA	tRNA
URS000072BDC5_GR_chr15_66502020_66502091_72_-	0.345389416	0.308148611	0.429532594	NA	NA	NA	snoRNA
URS0000513BE0_GR_chr15_25089923_25090014_92_+	-0.459595753	0.311940839	0.434451388	0.682457864	0.526597712	0.642397039	snoRNA
URS0000759E9E_GR_chr5_137647581_137647603_23_-	-0.331187275	0.312806786	0.435081416	-0.330729525	0.287595593	0.408287036	miRNA
URS0000069864_GR_chr15_66502022_66502091_70_-	0.341508424	0.312920897	0.435081416	NA	NA	NA	snoRNA
URS0000759AA2_GR_chr15_25089922_25090015_94_+	-0.457926303	0.313490944	0.435506796	NA	NA	NA	snoRNA
URS0000A9FA53_GR_chr15_66502019_66502089_71_-	0.340827019	0.314122697	0.436017111	0.282153514	0.354649582	0.479433855	snoRNA
URS00003516B6_GR_chr14_20613790_20613862_73_-	0.329157195	0.315648581	0.437766619	NA	NA	NA	tRNA
URS0000441811_GR_chr21_8210896_8210927_32_+	-0.347165705	0.316395415	0.438433646	-0.075599025	0.886731333	0.91605364	piRNA
URS0000639DBE_GR_chr13_41060738_41060809_72_-	0.481522215	0.319816894	0.442802735	0.546932305	0.414502725	0.537318348	tRNA
URS0000180B94_GR_chrX_85903642_85903663_22_-	-0.360432255	0.322990917	0.446822167	NA	NA	NA	miRNA
URS0000EFDC4C_GR_chr19_49500797_49500853_57_-	-0.52301699	0.324293688	0.448248358	-0.623560231	0.243321044	0.360036017	precursor_RNA
URS000036AFF1_GR_chr5_137647572_137647649_78_-	-0.319050402	0.326632353	0.451102806	-1.150988306	0.023250815	0.061863895	precursor_RNA
URS0000EFD5C4_GR_chr5_137647580_137647640_61_-	-0.318503371	0.327290965	0.451634144	-0.365434131	0.445788118	0.567366696	precursor_RNA
URS000075BA95_GR_chr17_7223308_7223329_22_-	0.339489373	0.331937973	0.457281301	0.598187356	0.084679357	0.165563301	miRNA
URS0000D50706_GR_chr17_7223308_7223330_23_-	0.339489373	0.331937973	0.457281301	NA	NA	NA	miRNA
hsa_piR_012753_DQ587269	-0.408434024	0.334308868	0.460163041	-1.204871568	0.162281704	0.264179518	piRNA
URS000016FD1A_GR_chr19_49500832_49500853_22_-	-0.511678739	0.335680073	0.461665088	NA	NA	NA	miRNA
URS00006DBFC1_GR_chr1_145459658_145459729_72_+	0.327980414	0.33792634	0.464367112	-1.728886709	0.024212008	0.063495468	tRNA
URS0000727FD6_GR_chr6_28643445_28643516_72_+	-0.32124985	0.338988363	0.465438644	NA	NA	NA	tRNA
URS0000D53CED_GR_chr1_175968440_175968459_20_-	0.306626905	0.339276543	0.465446771	NA	NA	NA	miRNA
URS000062ED01_GR_chr20_2654212_2654286_75_+	0.364567379	0.339683197	0.465617284	0.889224132	0.035853847	0.085860529	snoRNA
URS0000294573_GR_chr1_207802452_207802472_21_-	0.334516573	0.340772524	0.466722501	NA	NA	NA	miRNA
URS000030FCF9_GR_chr15_25088804_25088895_92_+	-0.434765105	0.343562029	0.470152519	NA	NA	NA	snoRNA
URS000075AF3E_GR_chr15_25088803_25088896_94_+	-0.432779619	0.345481439	0.472387141	NA	NA	NA	snoRNA
URS000049DAFB_GR_chr21_8210893_8210923_31_+	-0.366894321	0.346860589	0.47387996	-0.524354549	0.318483552	0.441126381	piRNA
URS0000EFF51B_GR_chrX_134541364_134541421_58_-	-0.340941634	0.3475905	0.474484052	NA	NA	NA	precursor_RNA
URS0000EFCEF9_GR_chrX_85903640_85903663_24_-	-0.322829575	0.350302757	0.47779094	-0.412059401	0.211276878	0.324766822	miRNA
URS0000D503D4_GR_chr1_172144591_172144614_24_-	-0.325608843	0.35463582	0.483301212	NA	NA	NA	miRNA
URS0000EFF2AC_GR_chr1_71067641_71067702_62_-	-0.275996798	0.356365444	0.485257323	-0.38602163	0.146104048	0.248049783	precursor_RNA
URS0000554A4F_GR_chr1_172144592_172144614_23_-	-0.322471584	0.35883872	0.488221987	NA	NA	NA	miRNA
URS00003E93AB_GR_chr5_149428944_149428965_22_+	-0.391970045	0.359532179	0.488762213	NA	NA	NA	miRNA
URS00001B2024_GR_chr1_40754371_40754394_24_+	0.292566661	0.359968819	0.488952704	NA	NA	NA	miRNA
URS000059EAAC_GR_chr1_71067631_71067716_86_-	-0.273238625	0.360715397	0.489160928	NA	NA	NA	precursor_RNA
URS0000687CA4_GR_chr1_71067631_71067717_87_-	-0.273238625	0.360715397	0.489160928	NA	NA	NA	precursor_RNA
URS0000EFF21C_GR_chr1_198859068_198859130_63_-	0.336965857	0.362280477	0.490879628	0.242138934	0.524195792	0.641153456	precursor_RNA
URS0000EFDA5F_GR_chr17_19344512_19344568_57_-	-0.346328947	0.362742978	0.491102768	NA	NA	NA	precursor_RNA
URS000015CB3A_GR_chr1_71067680_71067702_23_-	-0.270516055	0.363114972	0.491203109	NA	NA	NA	miRNA
URS000075D168_GR_chr19_51693254_51693339_86_+	-0.279575959	0.363413174	0.491203544	NA	NA	NA	precursor_RNA
URS000015D0C8_GR_chr1_198859063_198859138_76_-	0.33569627	0.363843752	0.491382758	NA	NA	NA	precursor_RNA
URS0000657D34_GR_chr17_19344506_19344574_69_-	-0.345355787	0.364263876	0.491547571	NA	NA	NA	precursor_RNA
hsa_piR_017194_DQ593767	0.504229583	0.365524637	0.492845565	NA	NA	NA	piRNA
URS000075C169_GR_chr14_100109419_100109514_96_-	-0.320584812	0.367073016	0.494528924	NA	NA	NA	precursor_RNA
URS000062FB36_GR_chr13_91351060_91351140_81_+	0.305161628	0.369238457	0.496783855	NA	NA	NA	precursor_RNA
URS0000079D48_GR_chr17_19344513_19344534_22_-	-0.343342871	0.369349306	0.496783855	-0.390165733	0.310601471	0.432844316	miRNA
URS000054939C_GR_chr14_100883001_100883023_23_+	-0.437679454	0.370529121	0.497964564	2.929990645	0.116739625	0.207486444	miRNA
hsa_piR_005019_DQ576918	0.46814392	0.370908093	0.498067952	NA	NA	NA	piRNA
URS0000269B1D_GR_chr17_2329125_2329210_86_-	0.371651067	0.371373089	0.498151028	0.31647131	0.434906386	0.556631239	snoRNA
URS0000EFC36D_GR_chr13_91351071_91351130_60_+	0.303836101	0.371672031	0.498151028	-0.09951264	0.76392065	0.832536277	precursor_RNA
URS0000313FF1_GR_chrX_136879199_136879271_73_-	0.404971527	0.371876237	0.498151028	0.838585152	0.041587226	0.095808547	snoRNA
URS0000507C9B_GR_chr13_91351065_91351135_71_+	0.303536198	0.372334274	0.498359755	NA	NA	NA	precursor_RNA
URS000025C8A1_GR_chr2_27050845_27050871_27_+	0.466481457	0.37265695	0.498387113	-0.739627447	0.109522254	0.197356932	piRNA
URS000063E976_GR_chr17_2329119_2329213_95_-	0.365771476	0.376549137	0.503184381	NA	NA	NA	snoRNA
URS0000EFCB62_GR_chr7_5495872_5495894_23_-	0.347871552	0.377661649	0.504262396	NA	NA	NA	miRNA
URS00000A33DB_GR_chr14_100883001_100883022_22_+	-0.424286519	0.379996939	0.506970027	NA	NA	NA	miRNA
URS00005609ED_GR_chr5_137647582_137647603_22_-	-0.295429368	0.380410912	0.50711204	NA	NA	NA	miRNA
URS00004DAC80_GR_chr17_43233791_43233833_43_-	0.31674114	0.380800007	0.507220688	-0.086751755	0.840755566	0.888603444	snRNA
URS000075C953_GR_chr15_25094036_25094129_94_+	-0.404980656	0.381499848	0.507742735	NA	NA	NA	snoRNA
URS000064F320_GR_chr6_27791356_27791427_72_-	0.291253602	0.382248329	0.508328625	0.618509601	0.340356347	0.46575079	tRNA
URS00004219CE_GR_chr15_25094037_25094128_92_+	-0.403490325	0.383035936	0.508965559	-0.724645448	0.216138486	0.329457324	snoRNA
URS0000336885_GR_chr20_29298646_29298674_29_-	-0.380744068	0.384313067	0.510251406	-0.05037563	0.944086794	0.956702653	piRNA
URS0000365CE3_GR_chr5_149428944_149428964_21_+	-0.374718568	0.384739355	0.510406433	NA	NA	NA	miRNA
URS00003BACA4_GR_chr13_91351192_91351278_87_+	0.324367328	0.385319506	0.510765165	NA	NA	NA	precursor_RNA
URS0000EFEEA7_GR_chrX_85903639_85903701_63_-	-0.298467881	0.385794166	0.510779966	NA	NA	NA	precursor_RNA
URS0000001A7A_GR_chr14_65471102_65471186_85_+	-0.341583271	0.386569677	0.510779966	NA	NA	NA	precursor_RNA
URS00006B0E5A_GR_chr14_65471108_65471180_73_-	-0.341583271	0.386569677	0.510779966	NA	NA	NA	precursor_RNA
URS000070C832_GR_chr14_65471108_65471180_73_+	-0.341583271	0.386569677	0.510779966	0.125161651	0.901871462	0.925257081	precursor_RNA
URS00003F0F42_GR_chr21_8210897_8210926_30_+	-0.336338208	0.390757472	0.515095098	-0.929657149	0.068948326	0.144236729	piRNA
URS0000EFE7E5_GR_chrX_134541363_134541422_60_-	-0.313829817	0.390836306	0.515095098	-0.204396003	0.588153225	0.692392542	precursor_RNA
URS0000701B30_GR_chrX_134541352_134541436_85_-	-0.313805544	0.391019348	0.515095098	NA	NA	NA	precursor_RNA
URS0000EFC83F_GR_chrX_53556241_53556320_80_-	0.286581185	0.391084938	0.515095098	0.112501097	0.739374644	0.811884981	precursor_RNA
URS0000092302_GR_chr10_67764503_67764584_82_+	0.30109153	0.391747851	0.51555643	0.74835174	0.163430838	0.265575111	tRNA
URS0000688C7B_GR_chrX_53556238_53556326_89_-	0.285667589	0.392949959	0.516726062	0.724340031	0.12836139	0.223900712	precursor_RNA
URS0000544B5A_GR_chrX_53556242_53556321_80_-	0.285262374	0.393413642	0.516923583	NA	NA	NA	misc_RNA
URS0000EFC4E0_GR_chr13_91351206_91351267_62_+	0.316779563	0.39475624	0.518274713	NA	NA	NA	precursor_RNA
URS00006C2FB0_GR_chr2_28927983_28928060_78_+	0.372021967	0.395415369	0.518727083	0.433465813	0.331301546	0.455414512	snoRNA
URS000009B175_GR_chr13_91351197_91351276_80_+	0.315609446	0.397210981	0.519124842	NA	NA	NA	precursor_RNA
URS0000116775_GR_chr13_91351200_91351274_75_+	0.315609446	0.397210981	0.519124842	-0.412227949	0.368877415	0.491316315	precursor_RNA
URS00003DAB6F_GR_chr17_30117079_30117172_94_-	0.267511234	0.398040111	0.519124842	NA	NA	NA	lncRNA
URS000075B951_GR_chr17_30117079_30117172_94_+	0.267511234	0.398040111	0.519124842	NA	NA	NA	precursor_RNA
URS00006C130C_GR_chr17_30117083_30117163_81_+	0.267511234	0.398040111	0.519124842	0.278443223	0.721209772	0.798419577	precursor_RNA
URS000075AC72_GR_chr17_30117086_30117160_75_-	0.267511234	0.398040111	0.519124842	NA	NA	NA	precursor_RNA
URS00001C8A86_GR_chr17_30117095_30117117_23_+	-0.288821088	0.398237068	0.519124842	NA	NA	NA	miRNA
URS000075F097_GR_chr17_30117095_30117117_23_-	-0.288821088	0.398237068	0.519124842	NA	NA	NA	miRNA
URS00003A4B65_GR_chr7_139340700_139340772_73_+	0.375718517	0.398657331	0.519262195	3.232975789	0.063845359	0.135429549	tRNA
hsa_piR_017936_DQ594740	-0.30076553	0.399078323	0.51940028	-0.795907627	0.115773713	0.206172366	piRNA
URS00000ED600_GR_chr2_219001648_219001669_22_-	0.598738379	0.401533448	0.521951503	0.677340937	0.314266874	0.437282654	miRNA
URS0000EFBC44_GR_chr17_30117094_30117153_60_+	0.265730622	0.401671593	0.521951503	0.039600051	0.8904161	0.918683278	precursor_RNA
URS000059273E_GR_chr19_13836289_13836310_22_-	-0.278856083	0.402922301	0.52277137	-0.124300682	0.716304625	0.793955187	miRNA
URS0000EFEDF3_GR_chr2_219001647_219001704_58_-	0.598210394	0.40314671	0.52277137	1.779788558	0.008129927	0.03007412	precursor_RNA
URS000075BCF9_GR_chr2_219001645_219001708_64_-	0.597704663	0.403553863	0.52277137	NA	NA	NA	precursor_RNA
URS000020B181_GR_chr2_219001641_219001708_68_-	0.597686336	0.403570621	0.52277137	0.16605009	0.794050826	0.856210907	precursor_RNA
URS000028D142_GR_chr9_94178895_94178916_22_+	-0.308369414	0.404023287	0.52294694	-0.38192176	0.269554299	0.38812407	miRNA
URS0000EFBAFF_GR_chr15_70079426_70079447_22_-	0.329672254	0.407278163	0.526746425	NA	NA	NA	miRNA
URS0000409B45_GR_chr19_51692838_51692859_22_+	-0.295994984	0.411293445	0.531522642	-0.353210332	0.328420358	0.452136953	miRNA
URS0000574A2C_GR_chr13_91351072_91351094_23_+	0.274224992	0.418403469	0.540287643	0.378503783	0.267945053	0.38641838	miRNA
URS0000428A90_GR_chr17_64146083_64146152_70_+	-0.404652371	0.418803219	0.540380679	-0.297138024	0.566275266	0.672729102	snoRNA
URS0000475E09_GR_chr14_65471153_65471174_22_+	-0.324099904	0.420874313	0.542628414	-0.250062318	0.512340656	0.630040537	miRNA
URS00004E0808_GR_chrX_53556299_53556320_22_-	0.268992177	0.424028825	0.546268385	NA	NA	NA	miRNA
URS0000EFC7F4_GR_chr9_95086025_95086085_61_+	-0.265284992	0.425994171	0.547979022	NA	NA	NA	precursor_RNA
URS00006C6AFC_GR_chr9_95086021_95086085_65_+	-0.265217203	0.426113778	0.547979022	NA	NA	NA	precursor_RNA
URS00004B3DE7_GR_chr19_13836286_13836366_81_-	-0.26503077	0.426353599	0.547979022	NA	NA	NA	misc_RNA
URS00006FC298_GR_chr6_26553503_26553574_72_+	-0.261763439	0.426874306	0.548033529	2.076784584	0.017984908	0.05228839	tRNA
URS0000EFD731_GR_chr19_13836288_13836348_61_-	-0.264015018	0.42758941	0.548033529	NA	NA	NA	precursor_RNA
URS00006E5DD3_GR_chr19_13836286_13836353_68_-	-0.26402799	0.42764586	0.548033529	-0.616827486	0.108466688	0.196622882	precursor_RNA
URS00000FFC8B_GR_chr19_13836287_13836359_73_-	-0.263973648	0.42772538	0.548033529	NA	NA	NA	precursor_RNA
URS0000609C67_GR_chr2_207110043_207110063_21_-	-0.335702486	0.428306058	0.548074415	NA	NA	NA	miRNA
URS00003A9237_GR_chr9_95086021_95086088_68_+	-0.263664336	0.428422026	0.548074415	-0.885905248	0.012627666	0.041039913	precursor_RNA
URS00000A1A88_GR_chr17_8187160_8187233_74_+	-0.276584622	0.430436002	0.550224005	1.513434469	0.055793787	0.121464942	tRNA
URS00002F3336_GR_chr15_70079427_70079447_21_-	0.305361768	0.432780918	0.552792978	NA	NA	NA	miRNA
hsa_piR_000045_DQ569993	-0.334970163	0.433977227	0.55346361	NA	NA	NA	piRNA
URS00002AE968_GR_chr10_68755208_68755236_29_+	-0.334970163	0.433977227	0.55346361	NA	NA	NA	piRNA
URS000009F893_GR_chr10_68755209_68755236_28_+	-0.334640545	0.434422802	0.553603709	-0.236411512	0.553242597	0.66082144	piRNA
URS000075B0FE_GR_chrX_134541341_134541437_97_-	-0.28012683	0.43527543	0.553961608	-0.592608369	0.119748841	0.21159504	precursor_RNA
URS000075CA56_GR_chr9_95086014_95086094_81_-	-0.259013741	0.435375527	0.553961608	0.74970105	0.260761595	0.37881954	precursor_RNA
hsa_piR_017184_DQ593752	0.402729811	0.437158848	0.555801805	0.579711916	0.205656613	0.31953514	piRNA
URS0000EFBDE0_GR_chr8_134800531_134800591_61_-	-0.293437443	0.438454351	0.557019433	-0.511980371	0.15819479	0.259850648	precursor_RNA
URS00004214BB_GR_chr7_5495873_5495894_22_-	0.300536192	0.440390645	0.559048632	NA	NA	NA	miRNA
URS00006B7A1B_GR_chr8_134800534_134800591_58_-	-0.292164226	0.441071625	0.559482392	1.618658177	0.428154641	0.551090131	precursor_RNA
URS00003426E6_GR_chr8_134800520_134800607_88_-	-0.291423603	0.441432089	0.559509235	NA	NA	NA	precursor_RNA
URS0000EFF1EE_GR_chrX_134169682_134169748_67_-	0.294995046	0.441838127	0.559593757	NA	NA	NA	precursor_RNA
URS000062C164_GR_chr10_68755172_68755238_67_+	-0.325987702	0.443278861	0.560987599	-0.366013373	0.52158165	0.639675609	snoRNA
URS0000204276_GR_chrX_134169671_134169766_96_-	0.293204309	0.44455289	0.561307593	NA	NA	NA	precursor_RNA
URS000070C945_GR_chrX_134169676_134169755_80_-	0.293204309	0.44455289	0.561307593	NA	NA	NA	precursor_RNA
URS00000D035D_GR_chrX_134169676_134169756_81_-	0.293204309	0.44455289	0.561307593	NA	NA	NA	misc_RNA
URS000075C31A_GR_chr15_52277117_52277200_84_-	0.361479962	0.446857524	0.563388409	NA	NA	NA	precursor_RNA
URS0000EFE422_GR_chr15_52277130_52277188_59_-	0.361322291	0.447019929	0.563388409	0.310297351	0.534664097	0.647000436	precursor_RNA
URS0000729A81_GR_chr16_70529509_70529588_80_+	0.254448762	0.44722585	0.563388409	0.278584896	0.420936504	0.543567438	snoRNA
URS0000190DC2_GR_chr19_51692793_51692813_21_+	-0.242111228	0.449094186	0.56489825	NA	NA	NA	misc_RNA
URS0000623392_GR_chrX_53556243_53556321_79_-	0.253208196	0.449109524	0.56489825	NA	NA	NA	precursor_RNA
URS00006EEF4A_GR_chrX_134540178_134540269_92_-	0.297665397	0.450800248	0.565730296	NA	NA	NA	precursor_RNA
URS000075C453_GR_chrX_134540185_134540262_78_-	0.297665397	0.450800248	0.565730296	NA	NA	NA	precursor_RNA
URS0000EFEADA_GR_chrX_134540194_134540252_59_-	0.297665397	0.450800248	0.565730296	0.926033564	0.461210778	0.582919177	precursor_RNA
URS00005165DA_GR_chr8_134800570_134800591_22_-	-0.282127243	0.452742233	0.567735317	NA	NA	NA	miRNA
URS00000C304D_GR_chr17_64146078_64146157_80_+	-0.342906445	0.453527625	0.568288034	0.24644481	0.35960198	0.481940798	snoRNA
URS00006B61AB_GR_chr11_62855564_62855632_69_-	0.295345652	0.457849948	0.573268461	NA	NA	NA	snoRNA
URS0000454FD5_GR_chr11_62855565_62855631_67_-	0.295436529	0.458239815	0.573321286	0.386338841	0.300752	0.422352346	snoRNA
URS00005FDCD1_GR_chr15_52277166_52277188_23_-	0.350929476	0.459501971	0.574464557	NA	NA	NA	miRNA
URS00004C7B32_GR_chr7_25949919_25949986_68_-	0.333060975	0.460330229	0.575064051	0.486784793	0.246502559	0.362973024	precursor_RNA
URS0000EFECC4_GR_chr7_25949921_25949981_61_-	0.332195151	0.461684571	0.576088243	-0.450127187	0.322218727	0.445621644	precursor_RNA
URS000044BAE3_GR_chr1_146038044_146038115_72_+	-0.292973111	0.461848792	0.576088243	1.279828458	0.005184543	0.021543079	tRNA
URS0000D54CB9_GR_chrX_134540230_134540252_23_-	0.290057568	0.463861207	0.578161096	NA	NA	NA	miRNA
URS0000695404_GR_chr9_95085450_95085532_83_+	-0.233631708	0.465238582	0.579439895	-0.550552019	0.07252078	0.147637381	precursor_RNA
