sRNA	TCGA-BH-A0BT-01A-11R-A12O-13_mirna_gdc_realn	TCGA-BH-A0BT-11A-21R-A12O-13_mirna_gdc_realn	TCGA-BH-A18L-01A-32R-A12C-13_mirna_gdc_realn	TCGA-BH-A18L-11A-42R-A12C-13_mirna_gdc_realn	TCGA-BH-A1FC-01A-11R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FC-11A-32R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FG-01A-11R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FG-11B-12R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FU-01A-11R-A14C-13_mirna_gdc_realn	TCGA-BH-A1FU-11A-23R-A14C-13_mirna_gdc_realn	TCGA-E9-A1N4-01A-11R-A14L-13_mirna_gdc_realn	TCGA-E9-A1N4-11A-33R-A14L-13_mirna_gdc_realn	TCGA-E9-A1N5-01A-11R-A14C-13_mirna_gdc_realn	TCGA-E9-A1N5-11A-41R-A14C-13_mirna_gdc_realn	TCGA-GI-A2C8-01A-11R-A16E-13_mirna_gdc_realn	TCGA-GI-A2C8-11A-22R-A16E-13_mirna_gdc_realn	TCGA-GI-A2C9-01A-11R-A21U-13_mirna_gdc_realn	TCGA-GI-A2C9-11A-22R-A21U-13_mirna_gdc_realn
URS00001B506A_GR_chr17_8120314_8120395_82_-	209.23	27.15	86.79	91.77	160.65	57.33	1085.44	117.38	288.01	22.71	42.56	1539.23	83.34	217.59	74.06	252.99	144.67	33.78
URS000049C11C_GR_chr17_8120925_8121012_88_+	13.93	36.79	16.69	36.13	31.54	32.79	45.22	35.17	109.98	5.72	21.33	48.21	21.04	81.48	57.77	105.42	316.95	111.45
URS00005AFD62_GR_chr17_8125746_8125819_74_+	26.62	11.64	20.86	20.24	33.65	32.65	642.16	43.21	66.7	30.27	143.92	750.85	63.39	42.3	81.93	58.06	97.94	38.23
URS00001C3F54_GR_chr17_8138881_8138962_82_-	12.94	7.85	12.54	12.98	8.63	14.06	32.75	20.94	36.33	6.57	4.3	103.98	22.88	29.91	12.48	9.98	10.68	7.73
URS000023FFA7_GR_chr17_8139452_8139525_74_-	1.17	1.5	1.27	2.62	1.42	1.69	9.85	1.2	4.84	0.38	1.86	12.54	4	1.82	0.61	2.01	6.48	0.8
URS000075E11F_GR_chr17_8144994_8145015_22_-	0.5	0	0	0.5	0	0.5	0	0	0	0.5	0	0	0	0.5	0	1	0	1
URS000075DF7D_GR_chr17_8144994_8145071_78_-	0.5	0	0	0.5	0	0.5	0	0	0	0.5	0	0	0	0.5	0	1	0	1
URS000075B504_GR_chr17_8145045_8145066_22_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021837_DQ599916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000222FD2_GR_chr17_8186358_8186429_72_+	30.95	14.02	22.38	16.79	33.58	19.4	22.65	14.1	73.94	8.7	11.37	75	21.72	56.2	33.63	27.95	92.01	25.34
hsa_piR_006642_DQ579090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075D8EE_GR_chr17_8186945_8187004_60_+	0	1	0	0.33	0	1.83	0	2.17	0.5	1.5	1	2.5	0.5	0.5	0.83	1	1.5	4.5
URS000034E58D_GR_chr17_8186948_8186969_22_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00000A1A88_GR_chr17_8187160_8187233_74_+	38.93	45.25	21.32	61.93	65.87	48.28	65.33	73.89	79.23	34.14	13.33	291.12	15.12	49.45	22.6	55.37	70.44	71.8
hsa_piR_005728_DQ577869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_005276_DQ577264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa_piR_013619_DQ588589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00001618FC_GR_chr17_8220869_8220940_72_-	10.17	3.76	4.46	6.28	9.99	4.8	4.85	2.87	15.73	3.53	2.12	23.42	9.53	17.97	6.24	4.27	15.89	7.64
URS0000716B70_GR_chr17_8221548_8221619_72_+	32.34	30.41	29.25	49.84	32.71	32.59	31.88	37.6	46.29	19.02	6.74	201.04	11.62	30.53	25.84	36.54	24.73	40.57
URS000038D8D3_GR_chr17_8226610_8226691_82_-	126.21	89.89	206.13	171.98	150.36	114.64	240.38	171.92	364.99	69.69	158.14	1056.31	151.27	307.98	84.19	124.41	204.92	209.78
URS00004E6E4D_GR_chr17_8226661_8226691_31_-	155.6	94.5	250.58	210.24	111.94	146.66	342.6	206.29	489.38	90.26	230.77	1487.94	200.59	428.92	75.99	69.66	211.8	151.45
URS000065FE51_GR_chr17_8226991_8227064_74_-	17.11	1.62	2.76	4.54	2.85	2.62	20.84	5.59	18.65	1.58	1.74	101.98	4.23	4.73	2.23	2.97	11.12	6.25
hsa_piR_021214_DQ599147	11.92	0.46	1.38	1.47	0.66	0.77	9.86	1.24	2.42	0.48	0.55	3.11	0.9	1.21	0.56	0.46	2.07	1.06
URS00002218E8_GR_chr17_8264306_8264334_29_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006152_DQ578438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020990_DQ598870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_009382_DQ582682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_007259_DQ579896	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.25	1.48	0	0
hsa_piR_017018_DQ593514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_007453_DQ580154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020436_DQ598080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000070B10E_GR_chr17_8511125_8511188_64_+	0	0	0.02	0.02	0.02	0	0	0	0.02	0	0	0.05	0	0	0	0	0.04	0
hsa_piR_022264_DQ600477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_009378_DQ582677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_022211_DQ600411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000704981_GR_chr17_9047409_9047473_65_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_009282_DQ582554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_018365_DQ595274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_000589_DQ570732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000001D3F9_GR_chr17_9461843_9461894_52_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000650011_GR_chr17_9654202_9654251_50_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000082C8C1_GR_chr17_9786158_9786212_55_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_014273_DQ589505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021433_DQ599420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011821_DQ585989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_001768_DQ572377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_017660_DQ594384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_016321_DQ592242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_007939_DQ580796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020853_DQ598707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002379_DQ573205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002401_DQ573238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_022865_DQ601266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_018718_DQ595730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010388_DQ583984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_015885_DQ591709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000068C4B9_GR_chr17_12077077_12077168_92_-	0	0	0.05	0	0.1	0	0.02	0	0.04	0	0	0.14	0	0	0	0.33	0.09	0
URS00000EC1BE_GR_chr17_12081899_12081996_98_+	35.62	50.29	62.31	43.21	64.67	34.08	11	46.08	107.58	33.87	9.5	130.24	24.92	68.04	45.94	33.83	78.36	184.26
URS0000EFBC32_GR_chr17_12081908_12081986_79_+	34.37	45.79	62.06	41.71	63.67	31.83	10.75	42.58	100.83	30.12	8.5	119.99	23.92	66.79	45.44	30.83	75.86	181.01
URS00002ED61F_GR_chr17_12081909_12081930_22_+	13.17	34.25	28.56	25.71	21.75	21.83	7	25.5	48.92	18.33	8	66.78	9.67	38.5	37.03	20.83	50.03	168.34
URS000075AD75_GR_chr17_12081966_12081986_21_+	20.12	10.62	31.5	14.5	39.83	8.5	3.75	15.25	50.33	10.12	0.5	50.38	13.25	25.62	7.25	9.5	24	9.5
URS00005FAA14_GR_chr17_12081966_12081987_22_+	20.38	12.12	31.75	16	40.83	10.25	4	18.5	51.83	11.88	0.5	54.88	14.25	26.88	7.75	12.5	24.5	10.75
hsa_piR_003355_DQ574545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011796_DQ585959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075EE26_GR_chr17_12917268_12917342_75_-	0.33	0	16.2	0	0	0	0	0	0	0	0	0.25	0	0	199.44	0	4.52	0.25
URS000015CE89_GR_chr17_12917313_12917334_22_-	0.33	0	15.7	0	0	0	0	0	0	0	0	0.25	0	0	199.44	0	4.52	0.25
hsa_piR_004458_DQ576134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_003539_DQ574806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006589_DQ579010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006F859D_GR_chr17_13543551_13543632_82_-	0	0	0.01	0	0	0	0	0	0.08	0	0	0	0	0	0.19	0	0	0
URS00003E9955_GR_chr17_13914444_13914470_27_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000022935D_GR_chr17_13914444_13914471_28_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00000668D8_GR_chr17_13966259_13966288_30_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000279945_GR_chr17_14025706_14025736_31_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_017805_DQ594573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000056C375_GR_chr17_14628472_14628513_42_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000272DA1_GR_chr17_14669891_14669920_30_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011300_DQ585261	0	0	0	0	0	0	1.5	0.75	2.25	0	0.43	6.75	0	0	0	0.75	0.75	0
hsa_piR_019642_DQ596947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00003B0FB4_GR_chr17_15191688_15191723_36_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006AD30B_GR_chr17_15237785_15237881_97_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075A4A3_GR_chr17_15251627_15251696_70_-	0	0.33	0	0.33	0	0	0	0.33	0	0	0.33	0	0.33	0	0	0.33	0	1
URS0000EFC2B4_GR_chr17_15251633_15251687_55_-	0	0.33	0	0.33	0	0	0	0.33	0	0	0.33	0	0.33	0	0	0.33	0	1
URS000015C522_GR_chr17_15251634_15251655_22_-	0	0.33	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0.33	0	0.67
URS00005E08E8_GR_chr17_15251666_15251687_22_-	0	0	0	0.33	0	0	0	0.33	0	0	0.33	0	0	0	0	0	0	0
hsa_piR_005204_DQ577177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000037882D_GR_chr17_15434727_15434757_31_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_016768_DQ593077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00000992DA_GR_chr17_15481657_15481686_30_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_005307_DQ577305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010124_DQ583632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006427_DQ578784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00007093D6_GR_chr17_15505371_15505444_74_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002765_DQ573722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006585_DQ579005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000CB4B22_GR_chr17_15707850_15707866_17_+	2.35	3.13	2.44	2.71	1.38	8.06	2.87	3.49	9.61	3.15	0.87	24.45	4.53	1.54	7.81	34.93	4.42	5
hsa_piR_004639_DQ576373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013768_DQ588812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_012724_DQ587208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000ABD853_GR_chr17_16153133_16153196_64_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075C2CE_GR_chr17_16282014_16282088_75_+	0.5	1	2	1	0.5	0	0	1	1.5	0.5	2.5	0.5	1	0	1.5	1	0	2.5
URS00008E39F4_GR_chr17_16282028_16282050_23_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075CAED_GR_chr17_16282058_16282078_21_+	0.5	1	2	1	0	0	0	0.5	0.5	0.5	2	0.5	1	0	1	0.5	0	2.5
URS0000660E95_GR_chr17_16439505_16439576_72_+	15.5	4	11.6	2.5	44.25	1	3.17	4	14.5	3.5	8.5	20.5	5.5	17.5	5	0.38	17	8
URS000075B39E_GR_chr17_16439509_16439556_48_+	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.38	0	0
URS00003B08B2_GR_chr17_16440036_16440106_71_+	34.01	11.86	46.69	25.71	41.19	4.75	16.5	7.75	39.12	14	58.5	86.93	11.25	47.45	67.53	44.5	50.99	19.38
hsa_piR_001159_DQ571511	14.12	2.75	26.75	7.07	8.88	1.75	12.25	2.75	19.57	4	46.75	43.38	4	22.31	61.2	15.75	18.25	13.38
hsa_piR_018367_DQ595276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006B6C71_GR_chr17_16441226_16441298_73_+	3	1	3.5	1.5	22.92	4.93	3.83	0.5	0.5	2.5	10.84	48.93	0.14	23.51	1	0.83	7.54	8
hsa_piR_003007_DQ574050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_007558_DQ580305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_018303_DQ595198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_017357_DQ593997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_017484_DQ594160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010333_DQ583914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_007782_DQ580592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_018961_DQ596040	0	0.8	0	0	0	0	0	0	0	0	0	0	1	4	0	0	2	0
hsa_piR_004196_DQ575722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006529_DQ578924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021908_DQ600010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_019638_DQ596943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_018319_DQ595220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_000858_DQ571081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006246_DQ578551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_004914_DQ576755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011353_DQ585332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000033A16E_GR_chr17_16937028_16937056_29_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_008206_DQ581149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_009142_DQ582382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_012519_DQ586933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_009088_DQ582316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006588_DQ579009	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa_piR_011569_DQ585669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa_piR_006693_DQ579153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000051F7F8_GR_chr17_17126727_17126755_29_+	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa_piR_001305_DQ571800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_003584_DQ574872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_007157_DQ579759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_012456_DQ586848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002780_DQ573740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_000189_DQ570193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000024AB5B_GR_chr17_17158464_17158493_30_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_001158_DQ571510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_000593_DQ570736	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa_piR_004526_DQ576228	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_000524_DQ570645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_008633_DQ581720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020676_DQ598455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_000343_DQ570410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013748_DQ588782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013978_DQ589104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002418_DQ573259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00002D04FF_GR_chr17_17185230_17185260_31_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000020A197_GR_chr17_17185793_17185820_28_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_017763_DQ594517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010565_DQ584229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_009581_DQ582925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_009591_DQ582936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_000802_DQ571000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_012121_DQ586375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_014370_DQ589661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000AA2DFF_GR_chr17_17460444_17460522_79_+	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0
URS00006EE6BB_GR_chr17_17463725_17463774_50_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013722_DQ588739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075C92B_GR_chr17_17568026_17568053_28_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_012087_DQ586329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_017323_DQ593946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020089_DQ597598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_008952_DQ582138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075E320_GR_chr17_17813480_17813499_20_-	0.5	0	1.75	0.5	1.25	0	0	0	1	0	0	0	0	0	1.5	0.5	0.5	0
URS0000759A65_GR_chr17_17813480_17813545_66_-	1.5	1	6.88	2	1.75	1	0.5	2	1	0	0.5	1.03	0.5	1	19.5	4	2	2.75
URS000075B8A2_GR_chr17_17813518_17813540_23_-	1	0.5	3.12	1.5	0	0.5	0.5	2	0	0	0.5	1.03	0.5	1	15	2.5	1	1.75
URS000075D54F_GR_chr17_17813836_17813931_96_-	6.51	0.7	17.22	0.74	12.09	1.07	0	0.17	2	0	1.27	2.13	1.2	1.2	7.25	1.03	7.7	0.97
URS00006B9362_GR_chr17_17813855_17813921_67_-	6.51	0.7	17.22	0.74	12.09	1.07	0	0.17	2	0	1.27	1.98	1.2	1.2	7.25	1.03	7.7	0.97
URS00001270D3_GR_chr17_17813857_17813878_22_-	0.4	0.2	1.6	0.2	1	0.4	0	0	0	0	0.6	0.4	0.2	0.7	2	0	0.6	0.6
URS0000EFE435_GR_chr17_17813857_17813916_60_-	6.51	0.7	17.22	0.74	12.09	1.07	0	0	2	0	1.27	1.98	1.2	1.2	7.25	1.03	7.7	0.97
URS0000738AF6_GR_chr17_17813858_17813878_21_-	0.4	0.2	1.6	0.2	1	0.4	0	0	0	0	0.6	0.4	0.2	0.7	2	0	0.6	0.6
URS0000D553D9_GR_chr17_17813896_17813916_21_-	6.11	0.5	15.42	0.5	10.89	0	0	0	2	0	0.67	1.58	1	0.5	5.25	1.03	6.7	0.17
URS00004C8DD5_GR_chr17_17813897_17813916_20_-	4.78	0.5	12.42	0.33	8.06	0	0	0	1.83	0	0.67	1.58	0.5	0.5	4.92	1.03	5.53	0.17
URS000047C8B5_GR_chr17_17813898_17813916_19_-	3.61	0.17	10.58	0.33	4.5	0	0	0	1.33	0	0.5	1.08	0.33	0.5	2.75	0.36	5.2	0.17
hsa_piR_002463_DQ573317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_014078_DQ589236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_003692_DQ575017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_003382_DQ574580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_004549_DQ576257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000659BCE_GR_chr17_18001102_18001195_94_-	0.5	0	0.02	0.03	0.03	0	0	0	0.05	0	0	0.07	0	1.33	0	0.25	0	0
hsa_piR_008165_DQ581099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_018001_DQ594813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_023071_DQ601544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_004953_DQ576817	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002868_DQ573855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010889_DQ584691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002164_DQ572900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_019628_DQ596932	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020159_DQ597686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000016D6CB_GR_chr17_18272451_18272481_31_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000058C539_GR_chr17_18272471_18272498_28_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_015369_DQ590993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013871_DQ588945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_012876_DQ587445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00004584D5_GR_chr17_18324363_18324391_29_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021999_DQ600138	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
URS000075C1BB_GR_chr17_18340814_18340834_21_-	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075E4AA_GR_chr17_18340814_18340886_73_-	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5
URS000075B2C3_GR_chr17_18340860_18340881_22_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020736_DQ598539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_008085_DQ580994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_004835_DQ576654	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
URS00005898B2_GR_chr17_18382842_18382871_30_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_015077_DQ590611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_003214_DQ574358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_007824_DQ580652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_022730_DQ601094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
