seq_piBNK	seq_id	gene_type_piRNAs	gene_id	gene_type_genes	gene_name	type_piRNAs	type_genes
chr20_32310760_32310790_31_+	hsa_piR_007097_DQ579680	piRNA	ENSG00000101350.8	protein_coding	KIF3B	exon	exon
chr20_32849833_32849860_28_+	hsa_piR_003281_DQ574454	piRNA	ENSG00000101367.9	protein_coding	MAPRE1	exon	exon
chr20_33644805_33644831_27_+	hsa_piR_005566_DQ577648	piRNA	ENSG00000078699.22	protein_coding	CBFA2T2	exon	exon
chr20_33647898_33647925_28_+	hsa_piR_014579_DQ589968	piRNA	ENSG00000078699.22	protein_coding	CBFA2T2	exon	exon
chr20_33791599_33791625_27_+	hsa_piR_022004_DQ600147	piRNA	ENSG00000131061.14	protein_coding	ZNF341	exon	exon
chr20_34980178_34980207_30_+	hsa_piR_007950_DQ580809	piRNA	ENSG00000078814.17	protein_coding	MYH7B	exon	exon
chr20_35433956_35433985_30_-	hsa_piR_006017_DQ578256	piRNA	ENSG00000125965.9	protein_coding	GDF5	exon	exon
chr20_35542844_35542870_27_+	hsa_piR_016021_DQ591872	piRNA	ENSG00000125991.19	protein_coding	ERGIC3	exon	exon
chr20_35948279_35948309_31_+	hsa_piR_021841_DQ599920	piRNA	ENSG00000025293.17	protein_coding	PHF20	exon	exon
chr20_36462559_36462589_31_+	hsa_piR_004283_DQ575843	piRNA	ENSG00000080845.17	protein_coding	DLGAP4	exon	exon
chr20_36578848_36578876_29_+	URS0000266094_GR_chr20_36578848_36578876_29_+	piRNA	ENSG00000118707.10	protein_coding	TGIF2	exon	exon
chr20_36590947_36590972_26_+	hsa_piR_003792_DQ575147	piRNA	ENSG00000118707.10	protein_coding	TGIF2	exon	exon
chr20_37316607_37316635_29_+	hsa_piR_005811_DQ577984	piRNA	ENSG00000101363.12	protein_coding	MANBAL	exon	exon
chr20_41179555_41179584_30_-	hsa_piR_006698_DQ579159	piRNA	ENSG00000174306.21	protein_coding	ZHX3	exon	exon
chr20_41180376_41180403_28_-	URS00005AB2F9_GR_chr20_41180376_41180403_28_-	piRNA	ENSG00000174306.21	protein_coding	ZHX3	exon	exon
chr20_41180530_41180556_27_-	hsa_piR_009487_DQ582809	piRNA	ENSG00000174306.21	protein_coding	ZHX3	exon	exon
chr20_41180717_41180744_28_-	hsa_piR_011797_DQ585960	piRNA	ENSG00000174306.21	protein_coding	ZHX3	exon	exon
chr20_41180746_41180771_26_-	hsa_piR_008260_DQ581223	piRNA	ENSG00000174306.21	protein_coding	ZHX3	exon	exon
chr20_41181305_41181335_31_-	hsa_piR_010131_DQ583641	piRNA	ENSG00000174306.21	protein_coding	ZHX3	exon	exon
chr20_41181499_41181528_30_-	hsa_piR_001577_DQ572149	piRNA	ENSG00000174306.21	protein_coding	ZHX3	exon	exon
chr20_41181713_41181738_26_-	hsa_piR_017722_DQ594463	piRNA	ENSG00000174306.21	protein_coding	ZHX3	exon	exon
chr20_41182479_41182506_28_-	hsa_piR_009936_DQ583373	piRNA	ENSG00000174306.21	protein_coding	ZHX3	exon	exon
chr20_41182555_41182581_27_-	hsa_piR_002336_DQ573154	piRNA	ENSG00000174306.21	protein_coding	ZHX3	exon	exon
chr20_41182693_41182723_31_-	hsa_piR_021653_DQ599687	piRNA	ENSG00000174306.21	protein_coding	ZHX3	exon	exon
chr20_41182836_41182863_28_-	hsa_piR_018557_DQ595520	piRNA	ENSG00000174306.21	protein_coding	ZHX3	exon	exon
chr20_41183092_41183117_26_-	hsa_piR_007392_DQ580076	piRNA	ENSG00000174306.21	protein_coding	ZHX3	exon	exon
chr20_41183302_41183329_28_-	URS00005ACF5F_GR_chr20_41183302_41183329_28_-	piRNA	ENSG00000174306.21	protein_coding	ZHX3	exon	exon
chr20_41185107_41185137_31_-	hsa_piR_012255_DQ586571	piRNA	ENSG00000174306.21	protein_coding	ZHX3	exon	exon
chr20_41204715_41204743_29_-	hsa_piR_022342_DQ600572	piRNA	ENSG00000174306.21	protein_coding	ZHX3	exon	exon
chr20_44492523_44492550_28_+	hsa_piR_004741_DQ576507	piRNA	ENSG00000124120.11	protein_coding	TTPAL	exon	exon
chr20_44494134_44494163_30_+	hsa_piR_011283_DQ585231	piRNA	ENSG00000124120.11	protein_coding	TTPAL	exon	exon
chr20_44498195_44498220_26_-	hsa_piR_021173_DQ599093	piRNA	ENSG00000132824.14	protein_coding	SERINC3	exon	exon
chr20_44499741_44499770_30_-	hsa_piR_004064_DQ575547	piRNA	ENSG00000132824.14	protein_coding	SERINC3	exon	exon
chr20_44753010_44753035_26_-	hsa_piR_013639_DQ588620	piRNA	ENSG00000101098.13	protein_coding	RIMS4	exon	exon
chr20_45075804_45075830_27_+	URS0000173CF2_GR_chr20_45075804_45075830_27_+	piRNA	ENSG00000101109.12	protein_coding	STK4	exon	exon
chr20_45076308_45076336_29_+	hsa_piR_015198_DQ590765	piRNA	ENSG00000101109.12	protein_coding	STK4	exon	exon
chr20_45317573_45317599_27_+	hsa_piR_022626_DQ600948	piRNA	ENSG00000124232.11	protein_coding	RBPJL	exon	exon
chr20_45841839_45841864_26_+	hsa_piR_021846_DQ599927	piRNA	ENSG00000124104.19	protein_coding	SNX21	exon	exon
chr20_46027755_46027781_27_+	URS00004FE3E9_GR_chr20_46027755_46027781_27_+	piRNA	ENSG00000124140.14	protein_coding	SLC12A5	exon	exon
chr20_46062126_46062153_28_-	URS00003060B1_GR_chr20_46062126_46062153_28_-	piRNA	ENSG00000124160.12	protein_coding	NCOA5	exon	exon
chr20_46358595_46358623_29_-	hsa_piR_012573_DQ587006	piRNA	ENSG00000080189.15	protein_coding	SLC35C2	exon	exon
chr20_47622935_47622963_29_+	URS0000287613_GR_chr1_6700004_6700032_29_-	piRNA	ENSG00000124151.19	protein_coding	NCOA3	exon	exon
chr20_47622936_47622964_29_+	URS0000429219_GR_chr1_6700003_6700031_29_-	piRNA	ENSG00000124151.19	protein_coding	NCOA3	exon	exon
chr20_47628464_47628491_28_+	URS0000118350_GR_chr1_1944659_1944686_28_+	piRNA	ENSG00000124151.19	protein_coding	NCOA3	exon	exon
chr20_48969186_48969215_30_+	hsa_piR_003761_DQ575107	piRNA	ENSG00000124198.9	protein_coding	ARFGEF2	exon	exon
chr20_49151614_49151639_26_-	hsa_piR_011836_DQ586008	piRNA	ENSG00000124214.19	protein_coding	STAU1	exon	exon
chr20_49247199_49247227_29_-	hsa_piR_007324_DQ579987	piRNA	ENSG00000124201.15	protein_coding	ZNFX1	exon	exon
chr20_49253762_49253790_29_-	hsa_piR_004369_DQ576016	piRNA	ENSG00000124201.15	protein_coding	ZNFX1	exon	exon
chr20_49260509_49260534_26_-	hsa_piR_011864_DQ586045	piRNA	ENSG00000124201.15	protein_coding	ZNFX1	exon	exon
chr20_49883974_49883999_26_+	hsa_piR_000369_DQ570443	piRNA	ENSG00000197818.11	protein_coding	SLC9A8	exon	exon
chr20_49890559_49890588_30_+	hsa_piR_012225_DQ586527	piRNA	ENSG00000197818.11	protein_coding	SLC9A8	exon	exon
chr20_49891175_49891203_29_+	hsa_piR_011810_DQ585974	piRNA	ENSG00000197818.11	protein_coding	SLC9A8	exon	exon
chr20_49952101_49952126_26_+	hsa_piR_008586_DQ581658	piRNA	ENSG00000124226.11	protein_coding	RNF114	exon	exon
chr20_50081806_50081834_29_-	hsa_piR_020586_DQ598317	piRNA	ENSG00000244687.12	protein_coding	UBE2V1	exon	exon
chr20_50579191_50579217_27_+	hsa_piR_017725_DQ594466	piRNA	ENSG00000196396.10	protein_coding	PTPN1	exon	exon
chr20_50582780_50582807_28_+	hsa_piR_022789_DQ601174	piRNA	ENSG00000196396.10	protein_coding	PTPN1	exon	exon
chr20_50750575_50750600_26_+	hsa_piR_007239_DQ579864	piRNA	ENSG00000124171.9	protein_coding	PARD6B	exon	exon
chr20_50889905_50889931_27_-	hsa_piR_022196_DQ600395	piRNA	ENSG00000101126.18	protein_coding	ADNP	exon	exon
chr20_50892254_50892279_26_-	hsa_piR_004315_DQ575899	piRNA	ENSG00000101126.18	protein_coding	ADNP	exon	exon
chr20_50959401_50959429_29_+	hsa_piR_022148_DQ600332	piRNA	ENSG00000124217.5	protein_coding	MOCS3	exon	exon
chr20_58679181_58679209_29_+	hsa_piR_013956_DQ589075	piRNA	ENSG00000124222.22	protein_coding	STX16	exon	exon
chr20_62201725_62201752_28_+	hsa_piR_015468_DQ591128	piRNA	ENSG00000101181.17	protein_coding	MTG2	exon	exon
chr20_62391327_62391356_30_-	hsa_piR_020281_DQ597846	piRNA	ENSG00000149679.11	protein_coding	CABLES2	exon	exon
chr20_62826766_62826795_30_+	URS000016A910_GR_chr20_62826766_62826795_30_+	piRNA	ENSG00000092758.18	protein_coding	COL9A3	exon	exon
chr20_62943498_62943523_26_+	hsa_piR_009083_DQ582311	piRNA	ENSG00000101193.8	protein_coding	GID8	exon	exon
chr20_62945072_62945102_31_+	hsa_piR_023099_DQ601588	piRNA	ENSG00000101193.8	protein_coding	GID8	exon	exon
chr20_63567113_63567142_30_-	hsa_piR_003242_DQ574395	piRNA	ENSG00000130589.16	protein_coding	HELZ2	exon	exon
chr20_63889923_63889952_30_+	URS000024B846_GR_chr20_63889923_63889952_30_+	piRNA	ENSG00000101150.17	protein_coding	TPD52L2	exon	exon
chr20_63928375_63928400_26_+	hsa_piR_022123_DQ600301	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63929496_63929522_27_+	URS00004C67A2_GR_chr20_63929496_63929522_27_+	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63929496_63929523_28_+	hsa_piR_022412_DQ600661	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63930893_63930918_26_+	hsa_piR_011842_DQ586015	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63930933_63930962_30_+	hsa_piR_001144_DQ571488	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63930968_63930999_32_+	hsa_piR_019539_DQ596824	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63931150_63931176_27_+	hsa_piR_013680_DQ588678	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63931857_63931884_28_+	hsa_piR_006498_DQ578883	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63931864_63931892_29_+	hsa_piR_008942_DQ582126	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63932331_63932359_29_+	hsa_piR_019504_DQ596781	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63932485_63932514_30_+	hsa_piR_012490_DQ586894	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63932532_63932557_26_+	URS0000138CD7_GR_chr20_63932532_63932557_26_+	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63932532_63932561_30_+	hsa_piR_002508_DQ573381	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63932539_63932566_28_+	hsa_piR_020610_DQ598367	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63932647_63932672_26_+	hsa_piR_002822_DQ573796	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63932913_63932939_27_+	hsa_piR_004397_DQ576055	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63933005_63933033_29_+	URS000005E352_GR_chr20_63933005_63933033_29_+	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63933056_63933081_26_+	hsa_piR_003505_DQ574752	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63933074_63933099_26_+	hsa_piR_010080_DQ583574	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63933117_63933142_26_+	hsa_piR_015224_DQ590798	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63933282_63933311_30_+	hsa_piR_007111_DQ579699	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63933326_63933351_26_+	URS00004A57F8_GR_chr20_63933326_63933351_26_+	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63933326_63933353_28_+	URS00003028BD_GR_chr20_63933326_63933353_28_+	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63933326_63933354_29_+	hsa_piR_012503_DQ586916	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63933375_63933402_28_+	URS00002BCDA3_GR_chr20_63933375_63933402_28_+	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63934044_63934073_30_+	hsa_piR_005366_DQ577376	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63934295_63934324_30_+	hsa_piR_020013_DQ597489	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63934325_63934350_26_+	hsa_piR_011165_DQ585068	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63934329_63934355_27_+	hsa_piR_012089_DQ586331	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr20_63935252_63935279_28_+	hsa_piR_014693_DQ590112	piRNA	ENSG00000101152.11	protein_coding	DNAJC5	exon	exon
chr21_5116524_5116550_27_-	hsa_piR_011749_DQ585899	piRNA	ENSG00000280071.4	protein_coding	GATD3B	exon	exon
chr21_5124842_5124867_26_-	hsa_piR_007151_DQ579753	piRNA	ENSG00000280071.4	protein_coding	GATD3B	exon	exon
chr21_5159156_5159181_26_-	hsa_piR_012315_DQ586659	piRNA	ENSG00000280433.1	protein_coding	FP565260.6	exon	exon
chr21_5973334_5973359_26_-	hsa_piR_005395_DQ577420	piRNA	ENSG00000274559.3	protein_coding	CU639417.1	exon	exon
chr21_6484719_6484744_26_-	hsa_piR_011484_DQ585550	piRNA	ENSG00000275895.7	protein_coding	U2AF1L5	exon	exon
chr21_10590464_10590490_27_+	hsa_piR_000583_DQ570725	piRNA	ENSG00000274391.4	protein_coding	TPTE	exon	exon
chr21_25735221_25735249_29_-	hsa_piR_021791_DQ599849	piRNA	ENSG00000154723.12	protein_coding	ATP5PF	exon	exon
chr21_32268842_32268870_29_-	URS000018DAF5_GR_chr21_32268842_32268870_29_-	piRNA	ENSG00000159055.4	protein_coding	MIS18A	exon	exon
chr21_32311581_32311606_26_-	hsa_piR_010561_DQ584224	piRNA	ENSG00000142207.7	protein_coding	URB1	exon	exon
chr21_32314286_32314314_29_-	hsa_piR_022315_DQ600539	piRNA	ENSG00000142207.7	protein_coding	URB1	exon	exon
chr21_32793168_32793195_28_-	URS000039655E_GR_chr1_1300978_1301005_28_-	piRNA	ENSG00000205929.11	protein_coding	C21orf62	exon	exon
chr21_33550149_33550178_30_+	hsa_piR_016075_DQ591940	piRNA	ENSG00000159140.21	protein_coding	SON	exon	exon
chr21_33912358_33912384_27_-	hsa_piR_022229_DQ600433	piRNA	ENSG00000249209.2	protein_coding	AP000311.1	exon	exon
chr21_33931503_33931532_30_-	URS00003B307C_GR_chr1_14388232_14388261_30_-	piRNA	ENSG00000249209.2	protein_coding	AP000311.1	exon	exon
chr21_37512629_37512657_29_+	hsa_piR_021104_DQ599012	piRNA	ENSG00000157540.21	protein_coding	DYRK1A	exon	exon
chr21_39665480_39665506_27_+	hsa_piR_017528_DQ594219	piRNA	ENSG00000183778.17	protein_coding	B3GALT5	exon	exon
chr21_41319739_41319769_31_+	hsa_piR_011899_DQ586095	piRNA	ENSG00000183844.17	protein_coding	FAM3B	exon	exon
chr21_41421303_41421331_29_+	URS0000189E30_GR_chr1_15379451_15379479_29_+	piRNA	ENSG00000157601.14	protein_coding	MX1	exon	exon
chr21_41421346_41421370_25_+	URS0000436A76_GR_chr1_1410273_1410297_25_-	piRNA	ENSG00000157601.14	protein_coding	MX1	exon	exon
chr21_42007968_42007994_27_-	URS0000325EF8_GR_chr21_42007968_42007994_27_-	piRNA	ENSG00000173276.14	protein_coding	ZBTB21	exon	exon
chr21_42850190_42850215_26_-	hsa_piR_019786_DQ597158	piRNA	ENSG00000160193.12	protein_coding	WDR4	exon	exon
chr21_42862288_42862314_27_-	hsa_piR_022801_DQ601189	piRNA	ENSG00000160193.12	protein_coding	WDR4	exon	exon
chr21_42912541_42912570_30_+	URS00003432D7_GR_chr1_8697595_8697624_30_-	piRNA	ENSG00000160194.18	protein_coding	NDUFV3	exon	exon
chr21_43030542_43030568_27_+	hsa_piR_006823_DQ579308	piRNA	ENSG00000160199.15	protein_coding	PKNOX1	exon	exon
chr21_43093052_43093077_26_-	hsa_piR_011484_DQ585550	piRNA	ENSG00000160201.11	protein_coding	U2AF1	exon	exon
chr21_43565213_43565238_26_+	hsa_piR_005395_DQ577420	piRNA	ENSG00000234289.6	protein_coding	H2BS1	exon	exon
chr21_43694442_43694467_26_+	hsa_piR_011865_DQ586046	piRNA	ENSG00000160208.13	protein_coding	RRP1B	exon	exon
chr21_43756521_43756549_29_+	hsa_piR_010527_DQ584177	piRNA	ENSG00000160209.19	protein_coding	PDXK	exon	exon
chr21_43762189_43762214_26_+	hsa_piR_009460_DQ582773	piRNA	ENSG00000160209.19	protein_coding	PDXK	exon	exon
chr21_43967053_43967080_28_+	hsa_piR_008072_DQ580980	piRNA	ENSG00000160216.21	protein_coding	AGPAT3	exon	exon
chr21_44102871_44102896_26_+	hsa_piR_012315_DQ586659	piRNA	ENSG00000160218.13	protein_coding	TRAPPC10	exon	exon
chr21_44137185_44137210_26_+	hsa_piR_007151_DQ579753	piRNA	ENSG00000160221.18	protein_coding	GATD3A	exon	exon
chr21_44145502_44145528_27_+	hsa_piR_011749_DQ585899	piRNA	ENSG00000160221.18	protein_coding	GATD3A	exon	exon
chr21_44456782_44456807_26_+	URS00000E662E_GR_chr21_44456782_44456807_26_+	piRNA	ENSG00000160233.8	protein_coding	LRRC3	exon	exon
chr21_44851271_44851296_26_-	hsa_piR_021246_DQ599183	piRNA	ENSG00000183255.12	protein_coding	PTTG1IP	exon	exon
chr21_45264306_45264332_27_-	hsa_piR_014940_DQ590428	piRNA	ENSG00000186866.16	protein_coding	POFUT2	exon	exon
chr21_45515671_45515696_26_-	hsa_piR_015552_DQ591253	piRNA	ENSG00000173638.19	protein_coding	SLC19A1	exon	exon
chr21_46222666_46222691_26_-	hsa_piR_021813_DQ599879	piRNA	ENSG00000160285.15	protein_coding	LSS	exon	exon
chr21_46275243_46275272_30_-	hsa_piR_017227_DQ593818	piRNA	ENSG00000160294.11	protein_coding	MCM3AP	exon	exon
chr22_15690233_15690258_26_+	hsa_piR_011532_DQ585623	piRNA	ENSG00000198062.15	protein_coding	POTEH	exon	exon
chr22_15697416_15697444_29_+	hsa_piR_019557_DQ596845	piRNA	ENSG00000198062.15	protein_coding	POTEH	exon	exon
chr22_16966342_16966367_26_-	hsa_piR_022835_DQ601229	piRNA	ENSG00000215568.9	protein_coding	GAB4	exon	exon
chr22_17554410_17554435_26_+	hsa_piR_017634_DQ594350	piRNA	ENSG00000099954.18	protein_coding	CECR2	exon	exon
chr22_17727299_17727324_26_+	hsa_piR_011767_DQ585919	piRNA	ENSG00000099968.18	protein_coding	BCL2L13	exon	exon
chr22_18096199_18096225_27_+	hsa_piR_008010_DQ580900	piRNA	ENSG00000215193.13	protein_coding	PEX26	exon	exon
chr22_18607423_18607452_30_-	hsa_piR_003561_DQ574836	piRNA	ENSG00000275793.1	protein_coding	RIMBP3	exon	exon
chr22_18609234_18609262_29_-	hsa_piR_017608_DQ594316	piRNA	ENSG00000275793.1	protein_coding	RIMBP3	exon	exon
chr22_18609851_18609880_30_-	URS000032224E_GR_chr22_18609851_18609880_30_-	piRNA	ENSG00000275793.1	protein_coding	RIMBP3	exon	exon
chr22_18946828_18946854_27_+	URS0000200F8D_GR_chr1_75382434_75382460_27_+	piRNA	ENSG00000283809.1	protein_coding	AC007326.4	exon	exon
chr22_18947089_18947117_29_+	URS000014AB97_GR_chr1_1410011_1410039_29_+	piRNA	ENSG00000283809.1	protein_coding	AC007326.4	exon	exon
chr22_18947089_18947118_30_+	URS00000D32A2_GR_chr1_1410011_1410040_30_+	piRNA	ENSG00000283809.1	protein_coding	AC007326.4	exon	exon
chr22_19038677_19038702_26_-	hsa_piR_010447_DQ584072	piRNA	ENSG00000070413.20	protein_coding	DGCR2	exon	exon
chr22_19048526_19048554_29_-	hsa_piR_010771_DQ584537	piRNA	ENSG00000070413.20	protein_coding	DGCR2	exon	exon
chr22_19442523_19442548_26_-	hsa_piR_008685_DQ581790	piRNA	ENSG00000242259.8	protein_coding	C22orf39	exon	exon
chr22_19505431_19505458_28_+	hsa_piR_007976_DQ580847	piRNA	ENSG00000093009.11	protein_coding	CDC45	exon	exon
chr22_19850624_19850649_26_-	hsa_piR_019418_DQ596668	piRNA	ENSG00000215012.9	protein_coding	RTL10	exon	exon
chr22_19850655_19850684_30_-	hsa_piR_017950_DQ594756	piRNA	ENSG00000215012.9	protein_coding	RTL10	exon	exon
chr22_20065900_20065925_26_+	hsa_piR_020871_DQ598727	piRNA	ENSG00000183597.16	protein_coding	TANGO2	exon	exon
chr22_20243011_20243036_26_-	hsa_piR_011455_DQ585488	piRNA	ENSG00000040608.14	protein_coding	RTN4R	exon	exon
chr22_20870380_20870406_27_+	hsa_piR_014851_DQ590316	piRNA	ENSG00000099940.12	protein_coding	SNAP29	exon	exon
chr22_20870383_20870412_30_+	hsa_piR_012401_DQ586777	piRNA	ENSG00000099940.12	protein_coding	SNAP29	exon	exon
chr22_20949868_20949894_27_+	hsa_piR_012081_DQ586321	piRNA	ENSG00000099942.13	protein_coding	CRKL	exon	exon
chr22_20950626_20950654_29_+	URS00005D34B8_GR_chr1_4779921_4779949_29_-	piRNA	ENSG00000099942.13	protein_coding	CRKL	exon	exon
chr22_20950626_20950656_31_+	URS00004CABC2_GR_chr1_9866468_9866498_31_-	piRNA	ENSG00000099942.13	protein_coding	CRKL	exon	exon
chr22_20950729_20950755_27_+	hsa_piR_020924_DQ598791	piRNA	ENSG00000099942.13	protein_coding	CRKL	exon	exon
chr22_20999975_21000001_27_-	hsa_piR_007554_DQ580300	piRNA	ENSG00000184436.12	protein_coding	THAP7	exon	exon
chr22_21000941_21000970_30_-	hsa_piR_003146_DQ574263	piRNA	ENSG00000184436.12	protein_coding	THAP7	exon	exon
chr22_21385413_21385442_30_+	URS000032224E_GR_chr22_18609851_18609880_30_-	piRNA	ENSG00000274600.1	protein_coding	RIMBP3B	exon	exon
chr22_21386031_21386059_29_+	hsa_piR_017608_DQ594316	piRNA	ENSG00000274600.1	protein_coding	RIMBP3B	exon	exon
chr22_21387841_21387870_30_+	hsa_piR_003561_DQ574836	piRNA	ENSG00000274600.1	protein_coding	RIMBP3B	exon	exon
chr22_21445122_21445149_28_+	hsa_piR_010002_DQ583463	piRNA	ENSG00000169635.10	protein_coding	HIC2	exon	exon
chr22_21449225_21449254_30_+	hsa_piR_017782_DQ594544	piRNA	ENSG00000169635.10	protein_coding	HIC2	exon	exon
chr22_21449229_21449254_26_+	URS0000150BE8_GR_chr22_21449229_21449254_26_+	piRNA	ENSG00000169635.10	protein_coding	HIC2	exon	exon
chr22_21546965_21546994_30_-	hsa_piR_003561_DQ574836	piRNA	ENSG00000183246.6	protein_coding	RIMBP3C	exon	exon
chr22_21548776_21548804_29_-	hsa_piR_017608_DQ594316	piRNA	ENSG00000183246.6	protein_coding	RIMBP3C	exon	exon
chr22_21549393_21549422_30_-	URS000032224E_GR_chr22_18609851_18609880_30_-	piRNA	ENSG00000183246.6	protein_coding	RIMBP3C	exon	exon
chr22_21623565_21623591_27_+	hsa_piR_001869_DQ572498	piRNA	ENSG00000185651.15	protein_coding	UBE2L3	exon	exon
chr22_22550257_22550284_28_-	hsa_piR_005834_DQ578011	piRNA	ENSG00000185686.18	protein_coding	PRAME	exon	exon
chr22_22551055_22551081_27_-	hsa_piR_002514_DQ573392	piRNA	ENSG00000185686.18	protein_coding	PRAME	exon	exon
chr22_23136040_23136066_27_-	hsa_piR_003023_DQ574078	piRNA	ENSG00000100218.12	protein_coding	RSPH14	exon	exon
chr22_23312935_23312960_26_+	hsa_piR_004978_DQ576853	piRNA	ENSG00000186716.21	protein_coding	BCR	exon	exon
chr22_23573299_23573328_30_-	URS00004A0C4D_GR_chr22_23573299_23573328_30_-	piRNA	ENSG00000128322.7	protein_coding	IGLL1	exon	exon
chr22_23573449_23573477_29_-	hsa_piR_006068_DQ578329	piRNA	ENSG00000128322.7	protein_coding	IGLL1	exon	exon
chr22_23573501_23573531_31_-	hsa_piR_003066_DQ574147	piRNA	ENSG00000128322.7	protein_coding	IGLL1	exon	exon
chr22_23573502_23573531_30_-	URS00001BD4BF_GR_chr22_23573502_23573531_30_-	piRNA	ENSG00000128322.7	protein_coding	IGLL1	exon	exon
chr22_23573503_23573531_29_-	URS0000403174_GR_chr22_23573503_23573531_29_-	piRNA	ENSG00000128322.7	protein_coding	IGLL1	exon	exon
chr22_23744294_23744323_30_-	hsa_piR_003152_DQ574269	piRNA	ENSG00000187792.5	protein_coding	ZNF70	exon	exon
chr22_23884805_23884831_27_+	hsa_piR_009506_DQ582832	piRNA	ENSG00000133460.19	protein_coding	SLC2A11	exon	exon
chr22_24548934_24548960_27_-	hsa_piR_021979_DQ600107	piRNA	ENSG00000138867.16	protein_coding	GUCD1	exon	exon
chr22_25040872_25040902_31_+	URS0000034F42_GR_chr22_25040872_25040902_31_+	piRNA	ENSG00000197077.13	protein_coding	KIAA1671	exon	exon
chr22_25040959_25040984_26_+	hsa_piR_020280_DQ597845	piRNA	ENSG00000197077.13	protein_coding	KIAA1671	exon	exon
chr22_25195051_25195082_32_+	hsa_piR_002832_DQ573810	piRNA	ENSG00000197077.13	protein_coding	KIAA1671	exon	exon
chr22_25354641_25354667_27_-	hsa_piR_000422_DQ570511	piRNA	ENSG00000100068.13	protein_coding	LRP5L	exon	exon
